millis,bmetemp(*C),bmepres(Pa),bmehum(%),bmegas_res(KOhm),bmealt(m),bmptemp(*C),bmppres(PA),bmpalt(m),accX (mg),accY (mg),accZ (mg),gyrX (deg/sec),gyrY (deg/sec),gyrZ (deg/sec),magX (uT),magY (uT),magZ (uT),UV [0-1023],NO2[0-1023],CO[0-1023],NH3[0-1023],radiation count,rad count per min,uSv/h,uSv/h error,noise events,
3425187,-1.76,13505,0.00,51.37,14123.95,-29.99,14089.80,13875.85,-65.430,-1060.059,53.223,-4.206,-66.786,15.794,6.600,-46.200,42.750,0,0,0,173,740,37.03,0.70,0.03,1,
3426574,-1.78,13484,0.00,51.40,14132.04,-30.00,14062.66,13887.02,-51.758,-1098.633,350.098,-3.840,11.687,2.237,-22.500,-46.200,13.050,0,0,0,173,742,37.28,0.70,0.03,0,
3427961,-1.80,13467,0.00,51.31,14139.29,-30.00,14045.05,13894.28,148.926,-1095.703,41.992,-0.160,182.374,-17.885,-16.050,-38.250,45.900,0,0,0,174,743,37.28,0.70,0.03,0,
3429353,-1.83,13447,0.00,51.59,14148.69,-29.99,14020.15,13904.56,9.277,-1090.820,28.320,1.817,-103.244,-7.511,30.900,-41.700,13.500,0,0,0,174,745,37.34,0.70,0.03,0,
3430739,-1.85,13422,0.00,51.47,14159.38,-29.98,13995.48,13914.75,-100.586,-1087.891,172.852,-0.427,-245.237,8.527,-15.600,-47.550,0.900,0,0,0,174,747,37.40,0.71,0.03,0,
3432127,-1.88,13395,0.00,51.85,14171.81,-30.01,13979.79,13921.25,-41.016,-1032.715,88.867,-1.725,-10.969,6.107,16.350,-43.650,39.750,0,0,0,174,747,37.35,0.70,0.03,1,
3433518,-1.90,13365,0.00,51.95,14184.68,-30.00,13952.09,13932.72,83.496,-991.699,200.684,4.695,-134.053,0.656,-20.250,-46.500,3.150,0,0,0,173,751,37.70,0.71,0.03,0,
3434905,-1.93,13333,0.00,52.14,14198.87,-30.04,13918.60,13946.62,44.922,-1058.594,1.953,-4.664,56.985,1.427,-1.050,-45.750,-8.250,0,0,0,174,751,37.66,0.71,0.03,1,
3436292,-1.95,13300,0.00,52.50,14213.52,-30.10,13895.52,13956.22,51.758,-1006.348,62.500,-2.916,99.603,11.664,-15.450,-47.700,33.000,0,0,0,174,752,37.66,0.71,0.03,0,
3437683,-1.97,13265,0.00,52.63,14228.20,-30.16,13861.86,13970.23,-229.492,-992.187,225.586,2.947,-250.137,5.718,-13.200,-50.700,19.500,0,0,0,172,754,37.72,0.71,0.03,0,
3439070,-2.00,13231,0.00,52.66,14243.34,-30.21,13826.14,13985.13,-91.797,-995.605,46.875,-3.916,-250.137,9.901,0.300,-49.200,-2.850,0,0,0,173,754,37.86,0.71,0.03,0,
3440453,-2.02,13195,0.00,52.76,14258.95,-30.32,13804.80,13994.05,72.266,-1039.551,113.281,-8.305,-26.565,2.244,-20.100,-45.900,4.500,0,0,0,174,756,37.92,0.72,0.03,0,
3441844,-2.05,13158,0.00,53.17,14274.60,-30.44,13766.61,14010.04,-9.277,-979.980,45.410,-8.466,-30.893,6.191,4.950,-44.100,-10.650,0,0,0,173,758,37.98,0.72,0.03,0,
3443231,-2.07,13121,0.00,53.23,14291.15,-30.52,13743.28,14019.83,23.926,-888.672,120.117,-4.405,-148.229,2.618,-13.800,-37.500,47.400,0,0,0,173,759,37.98,0.72,0.03,0,
3444619,-2.10,13086,0.00,53.61,14305.55,-30.65,13704.98,14035.91,30.273,-875.976,28.809,4.244,30.664,7.824,-25.500,-43.500,14.850,0,0,0,173,760,38.18,0.72,0.03,0,
3446009,-2.12,13055,0.00,53.68,14318.67,-30.78,13668.17,14051.42,119.141,-951.172,35.645,-3.481,149.176,-2.267,-8.100,-45.750,41.700,0,0,0,174,760,38.14,0.72,0.03,0,
3447396,-2.14,13029,0.00,54.06,14329.63,-30.85,13648.59,14059.67,36.621,-847.656,55.664,8.412,98.305,-1.191,-18.000,-49.200,10.800,0,0,0,173,762,38.19,0.72,0.03,0,
3448783,-2.17,13005,0.00,54.13,14339.72,-30.98,13614.68,14074.00,-50.293,-912.598,40.527,-1.763,11.626,0.885,-6.000,-51.000,34.200,0,0,0,173,762,38.15,0.72,0.03,1,
3450181,-2.20,12986,0.00,54.09,14347.63,-31.16,13584.20,14086.90,-18.066,-918.945,-97.168,2.748,-99.534,-0.267,-18.300,-48.300,12.450,0,0,0,174,762,38.10,0.72,0.03,1,
3451570,-2.22,12969,0.00,53.95,14354.66,-31.25,13565.81,14094.70,-82.520,-1003.418,-39.551,5.069,-72.794,-0.168,23.250,-47.250,17.400,0,0,0,174,763,38.30,0.72,0.03,0,
3452956,-2.24,12956,0.00,53.85,14360.38,-31.34,13544.13,14103.90,-75.195,-1072.754,169.922,0.443,144.939,3.664,13.200,-49.200,2.850,0,0,0,173,766,38.41,0.72,0.03,0,
3454348,-2.27,12943,0.00,53.50,14365.67,-31.41,13519.56,14114.34,-5.859,-1129.883,-20.996,3.115,87.618,-11.779,-17.850,-45.900,2.250,0,0,0,173,769,38.51,0.73,0.03,0,
3455735,-2.29,12930,0.00,53.50,14372.73,-31.46,13508.16,14119.20,2.441,-1113.281,20.508,-1.382,139.046,-9.954,23.850,-45.600,8.400,0,0,0,173,770,38.52,0.73,0.03,0,
3457122,-2.31,12909,0.00,53.06,14381.99,-31.51,13483.08,14129.87,-130.371,-1101.074,144.531,2.107,-190.687,6.931,2.400,-48.300,-4.800,0,0,0,174,772,38.77,0.73,0.03,0,
3458510,-2.33,12886,0.00,53.20,14392.61,-31.57,13457.85,14140.64,70.801,-1067.383,13.184,5.145,-136.588,0.145,-8.100,-47.250,-2.100,0,0,0,173,776,38.92,0.73,0.03,0,
3459897,-2.36,12860,0.00,53.20,14405.00,-31.65,13439.10,14148.65,50.293,-1029.785,129.395,-0.397,39.183,1.015,4.350,-50.700,-0.600,0,0,0,173,777,38.93,0.73,0.03,0,
3461284,-2.38,12828,0.00,53.54,14419.20,-31.79,13411.08,14160.63,11.230,-982.422,86.426,1.779,-108.412,6.679,21.900,-47.850,17.850,0,0,0,173,780,39.03,0.74,0.03,0,
3462674,-2.41,12797,0.00,54.09,14433.42,-31.90,13382.25,14172.99,-72.754,-910.644,204.590,-3.053,-194.427,2.802,-18.000,-47.700,25.650,0,0,0,173,785,39.43,0.74,0.03,0,
3464061,-2.43,12766,0.00,53.99,14446.78,-31.96,13362.45,14181.48,95.215,-854.980,12.207,2.557,-62.031,-1.603,14.700,-48.900,35.550,0,0,0,173,786,39.44,0.74,0.03,0,
3465448,-2.45,12736,0.00,54.13,14459.28,-32.01,13335.22,14193.18,-37.598,-809.082,116.211,-6.588,52.427,-5.786,20.100,-47.100,9.150,0,0,0,172,788,39.49,0.74,0.03,0,
3466839,-2.47,12712,0.00,54.34,14469.56,-32.04,13309.37,14204.31,13.184,-939.453,-8.301,-11.267,-118.580,7.382,21.150,-49.050,23.700,0,0,0,173,790,39.55,0.75,0.03,0,
3468225,-2.50,12693,0.00,54.16,14477.61,-32.06,13292.59,14211.54,-19.043,-992.187,231.445,-2.954,-135.466,1.458,-22.950,-46.500,16.650,0,0,0,174,791,39.55,0.75,0.03,0,
3469613,-2.52,12677,0.00,54.62,14484.33,-32.09,13266.88,14222.63,-34.180,-1003.906,64.453,4.969,-143.267,15.092,12.900,-43.500,-7.500,0,0,0,174,789,39.60,0.75,0.03,1,
3471002,-2.55,12663,0.00,54.20,14490.61,-32.10,13246.95,14231.25,53.711,-948.730,74.707,-4.336,-62.260,12.458,-19.950,-45.000,34.050,0,0,0,173,790,39.61,0.75,0.03,0,
3472390,-2.57,12648,0.00,54.06,14496.89,-32.11,13231.75,14237.82,-36.621,-996.582,124.023,2.481,-81.679,4.924,5.100,-46.200,-2.400,0,0,0,173,792,39.66,0.75,0.03,0,
3473777,-2.59,12637,0.00,53.78,14501.83,-32.13,13210.13,14247.18,-36.133,-1114.746,116.699,-4.076,-106.366,2.588,21.000,-47.700,9.750,0,0,0,173,795,39.77,0.75,0.03,0,
3475167,-2.61,12625,0.00,53.78,14507.23,-32.13,13200.32,14251.44,-97.168,-1141.113,184.570,8.031,-159.809,3.710,-15.900,-45.450,34.500,0,0,0,173,794,39.87,0.75,0.03,0,
3476554,-2.63,12610,0.00,53.37,14514.43,-32.13,13178.29,14260.99,-2.441,-1134.766,35.156,-5.809,50.008,-2.840,-24.600,-45.900,8.850,0,0,0,173,795,39.87,0.75,0.03,0,
3477941,-2.66,12592,0.00,53.06,14523.88,-32.14,13158.62,14269.54,-86.914,-1110.352,55.664,0.427,115.672,-5.656,25.800,-43.500,34.500,0,0,0,173,796,39.88,0.75,0.03,0,
3479331,-2.68,12568,0.00,53.30,14535.16,-32.11,13144.93,14275.50,-5.371,-1055.664,80.078,3.901,89.321,3.160,25.500,-42.750,1.800,0,0,0,173,796,39.83,0.75,0.03,0,
3480718,-2.70,12541,0.00,53.33,14547.36,-32.10,13117.92,14287.26,-67.383,-1014.648,84.473,-2.084,-82.489,-0.947,24.750,-43.500,3.900,0,0,0,173,797,40.04,0.75,0.03,0,
3482104,-2.72,12512,0.00,52.96,14560.95,-32.12,13095.21,14297.16,-141.602,-1033.691,49.805,9.725,-199.305,10.573,-13.200,-44.250,38.100,0,0,0,173,801,40.19,0.76,0.03,0,
3483502,-2.75,12481,0.00,53.03,14575.46,-32.12,13074.94,14306.01,-44.922,-1002.441,58.105,3.275,-54.878,1.588,27.000,-45.000,19.200,0,0,0,173,803,40.24,0.76,0.03,0,
3484888,-2.77,12450,0.00,53.17,14589.10,-32.07,13057.39,14313.69,-76.172,-1020.996,175.781,-15.794,2.092,-15.847,6.150,-49.200,36.300,0,0,0,173,806,40.35,0.76,0.03,0,
3486274,-2.79,12419,0.00,53.57,14603.21,-32.01,13025.14,14327.81,-220.215,-900.879,272.461,6.008,91.458,-13.099,-0.900,-53.550,18.600,0,0,0,173,807,40.55,0.76,0.03,0,
3487663,-2.82,12389,0.00,53.75,14616.90,-31.99,13002.33,14337.82,-4.395,-934.570,339.844,7.374,192.015,-28.603,-16.200,-48.000,31.200,0,0,0,173,809,40.61,0.77,0.03,0,
3489053,-2.84,12359,0.00,53.85,14629.70,-31.98,12970.98,14351.59,-158.691,-965.820,117.676,18.542,-123.511,-4.229,26.550,-43.050,6.150,0,0,0,173,814,40.81,0.77,0.03,0,
3490441,-2.86,12332,0.00,53.81,14642.53,-31.93,12941.81,14364.43,65.918,-857.910,337.891,-12.519,250.130,-20.420,10.650,-48.450,3.600,0,0,0,181,814,40.76,0.77,0.03,1,
3491828,-2.88,12306,0.00,54.09,14653.54,-31.91,12923.69,14372.42,-14.160,-981.934,-124.023,-2.344,121.710,5.252,19.500,-45.000,1.350,0,0,0,182,816,40.81,0.77,0.03,0,
3493219,-2.91,12285,0.00,54.55,14662.73,-31.86,12893.68,14385.67,31.250,-1020.019,370.117,-2.908,-188.527,-8.061,26.700,-44.100,25.200,0,0,0,159,821,41.22,0.78,0.03,0,
3494606,-2.93,12266,0.00,54.55,14671.47,-31.80,12870.77,14395.80,-259.277,-1028.320,145.020,13.168,250.130,-14.718,-13.050,-45.900,38.550,0,0,0,169,822,41.23,0.78,0.03,0,
3495994,-2.95,12245,0.00,54.62,14681.61,-31.78,12857.37,14401.74,115.723,-1040.527,166.504,-6.435,-38.992,-16.458,-12.900,-38.100,47.550,0,0,0,171,823,41.23,0.78,0.03,0,
3497384,-2.98,12223,0.00,54.59,14692.22,-31.75,12830.12,14413.82,-160.645,-1053.223,109.375,6.817,93.183,-5.985,-9.150,-45.750,-6.150,0,0,0,173,825,41.28,0.78,0.03,0,
3498772,-3.00,12200,0.00,55.09,14702.85,-31.74,12800.25,14427.08,23.437,-1017.090,157.715,2.290,116.321,-10.718,-21.450,-45.750,6.150,0,0,0,173,827,41.54,0.78,0.03,0,
3500157,-3.03,12176,0.00,55.31,14714.42,-31.74,12782.75,14434.87,-202.637,-1005.859,39.062,0.947,55.305,-12.221,7.500,-44.400,-7.350,0,0,0,173,828,41.54,0.78,0.03,0,
3501548,-3.05,12150,0.00,54.76,14726.47,-31.71,12755.40,14447.05,81.055,-1066.406,-159.668,-9.656,81.656,-9.992,16.800,-49.800,9.900,0,0,0,173,829,41.54,0.78,0.03,0,
3502936,-3.08,12122,0.00,54.98,14739.01,-31.68,12726.32,14460.03,-116.211,-1142.578,20.996,18.809,89.802,-23.733,6.600,-51.900,29.400,0,0,0,173,832,41.65,0.79,0.03,0,
3504323,-3.10,12095,0.00,54.87,14752.04,-31.65,12707.96,14468.24,-15.137,-1118.652,233.887,12.130,154.786,-9.565,13.800,-42.900,43.350,0,0,0,172,836,42.01,0.79,0.03,0,
3505714,-3.12,12065,0.00,54.76,14766.03,-31.60,12676.24,14482.43,-73.242,-992.187,49.805,8.443,250.130,-6.000,-20.550,-36.750,45.450,0,0,0,173,837,42.01,0.79,0.03,0,
3507099,-3.15,12036,0.00,55.02,14780.04,-31.57,12658.04,14490.59,-215.332,-1033.691,287.598,-9.855,250.130,-7.267,16.800,-33.750,52.050,0,0,0,172,840,42.11,0.79,0.03,0,
3508487,-3.17,12006,0.00,55.49,14794.08,-31.52,12640.97,14498.25,-138.672,-1125.000,94.238,6.443,-250.137,14.802,-13.950,-42.300,43.950,0,0,0,173,842,42.16,0.80,0.03,0,
3509877,-3.20,11975,0.00,55.23,14808.15,-31.45,12606.79,14513.62,157.715,-1101.562,42.480,3.878,-80.412,-6.733,-23.400,-45.150,28.800,0,0,0,173,842,42.11,0.79,0.03,0,
3511265,-3.22,11946,0.00,55.38,14821.78,-31.43,12581.87,14524.84,-52.734,-991.211,303.711,-22.351,177.015,-1.885,23.100,-42.150,37.950,0,0,0,172,842,42.28,0.80,0.03,1,
3512652,-3.24,11915,0.00,55.97,14836.85,-31.38,12548.20,14540.04,216.309,-1058.105,200.195,11.427,-250.137,21.542,1.650,-53.550,9.900,0,0,0,173,846,42.43,0.80,0.03,0,
3514043,-3.27,11884,0.00,56.24,14851.95,-31.35,12513.40,14555.78,-248.535,-1106.445,350.586,10.275,-250.137,29.221,20.100,-43.650,37.200,0,0,0,169,848,42.48,0.80,0.03,0,
3515430,-3.29,11854,0.00,56.42,14865.67,-31.33,12488.43,14567.10,5.859,-1065.918,56.152,8.252,-55.656,-2.695,-8.850,-42.000,-10.050,0,0,0,171,848,42.43,0.80,0.03,1,
3516817,-3.32,11822,0.00,56.54,14881.31,-31.32,12451.29,14583.96,171.875,-1004.883,-218.262,17.847,-0.664,-10.000,-27.900,-34.050,39.750,0,0,0,191,849,42.64,0.80,0.03,0,
3518216,-3.35,11787,0.00,56.62,14897.94,-31.33,12440.48,14588.88,-303.711,-992.187,519.043,-10.626,-225.954,2.756,22.950,-39.300,40.950,0,0,0,162,850,42.64,0.80,0.03,0,
3519603,-3.37,11754,0.00,56.58,14913.65,-31.33,12412.85,14601.46,68.848,-945.312,271.484,20.046,-98.244,7.183,6.750,-51.750,10.950,0,0,0,168,852,42.69,0.81,0.03,0,
3520991,-3.39,11722,0.00,56.88,14928.92,-31.33,12374.35,14619.03,-108.887,-1016.601,265.137,-30.466,-73.954,16.870,17.550,-48.300,6.600,0,0,0,171,855,42.80,0.81,0.03,0,
3522382,-3.42,11690,0.00,57.23,14943.27,-31.34,12337.54,14635.87,174.805,-841.797,434.570,-7.221,50.405,15.153,-15.600,-36.750,48.000,0,0,0,172,859,43.16,0.81,0.03,0,
3523770,-3.44,11661,0.00,57.71,14957.16,-31.36,12312.32,14647.43,188.965,-735.840,203.125,8.260,-142.679,14.023,19.950,-44.250,-1.350,0,0,0,172,859,43.11,0.81,0.03,0,
3525156,-3.46,11634,0.00,57.39,14969.65,-31.37,12278.31,14663.05,-367.187,-928.711,346.191,3.046,-250.137,22.046,36.450,-35.700,26.700,0,0,0,172,860,43.11,0.81,0.03,0,
3526546,-3.49,11612,0.00,57.20,14979.75,-31.37,12247.30,14677.32,56.641,-1167.969,324.219,-21.336,71.191,9.656,-12.000,-45.600,40.050,0,0,0,187,863,43.21,0.81,0.03,0,
3527933,-3.51,11592,0.00,56.50,14988.42,-31.39,12226.01,14687.13,99.609,-1021.484,-60.059,9.771,-218.046,-5.985,-1.050,-52.200,24.600,0,0,0,179,866,43.31,0.82,0.03,0,
3529320,-3.54,11573,0.00,56.31,14998.54,-31.40,12196.20,14700.91,9.277,-1038.086,332.031,14.641,82.649,6.786,0.000,-49.200,35.550,0,0,0,177,867,43.53,0.82,0.03,0,
3530708,-3.56,11549,0.00,56.24,15010.62,-31.43,12166.43,14714.68,151.855,-1056.641,118.164,-0.061,-100.374,0.107,-13.650,-48.450,2.100,0,0,0,167,869,43.58,0.82,0.03,0,
3532095,-3.58,11524,0.00,56.46,15022.72,-31.49,12145.54,14724.37,-83.984,-1056.641,148.438,-5.168,-89.420,8.794,24.600,-42.150,-0.150,0,0,0,171,871,43.63,0.82,0.03,0,
3533483,-3.61,11497,0.00,56.81,15035.80,-31.55,12117.73,14737.27,306.641,-982.422,-8.789,1.641,35.634,6.221,-31.200,-35.700,5.850,0,0,0,181,872,43.63,0.82,0.03,0,
3534870,-3.63,11469,0.00,56.88,15050.38,-31.58,12085.89,14752.09,41.504,-1059.082,-37.109,-11.802,25.641,1.489,-17.400,-47.700,30.450,0,0,0,170,873,43.85,0.83,0.03,0,
3536258,-3.66,11439,0.00,57.00,15064.49,-31.61,12065.35,14761.66,58.594,-958.008,-22.461,13.847,40.565,3.908,-6.150,-50.700,33.000,0,0,0,173,874,43.85,0.83,0.03,0,
3537645,-3.68,11409,0.00,57.08,15079.13,-31.65,12035.72,14775.49,17.578,-948.242,142.090,4.618,-95.000,2.344,-16.800,-47.550,31.350,0,0,0,172,878,44.00,0.83,0.03,0,
3539036,-3.71,11381,0.00,57.31,15092.81,-31.69,12006.24,14789.28,79.102,-958.984,104.492,-6.763,250.130,8.221,29.550,-42.300,19.200,0,0,0,172,879,44.00,0.83,0.03,0,
3540423,-3.73,11354,0.00,57.31,15105.54,-31.70,12003.48,14790.58,-180.664,-921.387,-118.652,7.420,-38.931,0.168,33.750,-36.450,25.500,0,0,0,169,878,44.11,0.83,0.03,0,
3541811,-3.75,11329,0.00,57.51,15116.83,-31.68,11973.36,14804.70,45.898,-994.141,-104.004,-17.977,46.420,16.183,-26.700,-44.100,22.200,0,0,0,167,880,44.16,0.83,0.03,0,
3543200,-3.78,11309,0.00,57.55,15127.14,-31.68,11952.66,14814.42,-86.914,-1070.801,189.453,2.191,250.130,-21.588,10.650,-51.450,10.500,0,0,0,175,880,44.11,0.83,0.03,0,
3544588,-3.80,11289,0.00,57.51,15137.48,-31.69,11921.25,14829.19,-4.395,-984.863,114.746,-9.954,-44.473,-4.878,-2.700,-53.250,20.850,0,0,0,164,881,44.11,0.83,0.03,0,
3545974,-3.82,11267,0.00,58.19,15147.33,-31.71,11891.21,14843.35,-278.320,-1046.387,170.898,-7.878,-231.038,9.557,7.350,-52.650,11.250,0,0,0,170,882,44.11,0.83,0.03,0,
3547363,-3.85,11247,0.00,58.15,15157.21,-31.72,11874.04,14851.46,55.176,-1145.508,-40.527,-13.099,178.420,4.817,15.600,-47.850,3.450,0,0,0,172,883,44.33,0.84,0.03,0,
3548749,-3.87,11226,0.00,58.35,15167.58,-31.73,11847.80,14863.87,-17.578,-1039.551,108.887,13.267,67.328,8.107,30.450,-40.950,26.700,0,0,0,172,887,44.48,0.84,0.03,0,
3550137,-3.89,11206,0.00,58.97,15177.98,-31.71,11821.76,14876.20,-90.332,-1042.480,25.391,3.641,3.763,-6.618,12.900,-39.300,-11.850,0,0,0,173,887,44.43,0.84,0.03,0,
3551535,-3.92,11184,0.00,58.80,15189.38,-31.71,11803.17,14885.03,-38.574,-1040.527,97.656,-11.664,-32.275,-7.939,29.550,-42.000,10.050,0,0,0,172,889,44.48,0.84,0.03,0,
3552921,-3.94,11160,0.00,58.51,15201.30,-31.70,11779.29,14896.37,18.066,-1031.250,66.406,1.267,-100.023,11.573,-16.050,-47.100,32.850,0,0,0,172,890,44.70,0.84,0.03,0,
3554309,-3.96,11136,0.00,58.60,15213.24,-31.69,11750.62,14910.02,-20.508,-1007.812,15.137,-2.847,-109.038,5.473,-15.900,-49.950,17.400,0,0,0,172,890,44.65,0.84,0.03,0,
3555698,-3.99,11112,0.00,58.93,15225.20,-31.71,11731.71,14919.03,6.836,-1016.113,156.738,-11.305,223.863,-7.939,-16.950,-48.900,15.150,0,0,0,172,892,44.70,0.84,0.03,0,
3557086,-4.01,11087,0.00,58.76,15237.68,-31.72,11710.02,14929.38,-83.496,-1000.000,42.969,-4.908,183.695,-11.206,-21.600,-46.650,10.950,0,0,0,172,892,44.64,0.84,0.03,1,
3558472,-4.03,11062,0.00,58.76,15250.69,-31.77,11681.98,14942.80,37.598,-872.070,65.918,6.298,20.626,-4.397,-18.000,-39.300,45.300,0,0,0,172,892,44.82,0.85,0.03,0,
3559862,-4.05,11038,0.00,58.51,15262.21,-31.81,11665.98,14950.46,25.391,-900.879,121.582,-6.931,-28.802,0.214,-0.450,-36.000,53.100,0,0,0,172,892,44.76,0.84,0.03,1,
3561247,-4.07,11016,0.00,58.23,15272.75,-31.86,11640.30,14962.78,83.496,-1055.664,-70.313,7.519,-56.321,19.267,-21.600,-47.850,23.700,0,0,0,172,895,44.86,0.85,0.03,0,
3562634,-4.09,10996,0.00,58.55,15281.80,-31.91,11614.07,14975.39,83.984,-1077.637,33.691,9.794,-14.405,-9.649,2.550,-51.450,3.900,0,0,0,172,895,44.81,0.84,0.03,0,
3564024,-4.11,10980,0.00,59.18,15290.35,-31.94,11597.11,14983.54,-43.457,-1017.090,38.574,4.695,15.786,3.382,-4.050,-51.900,8.700,0,0,0,172,898,44.91,0.85,0.03,0,
3565411,-4.13,10961,0.00,59.64,15299.42,-31.98,11572.74,14995.29,-12.207,-968.262,69.336,-6.977,20.260,-0.527,-6.150,-50.400,3.150,0,0,0,172,899,45.13,0.85,0.03,0,
3566798,-4.15,10943,0.00,59.26,15309.01,-32.02,11548.79,15006.86,71.289,-982.910,74.219,-8.008,171.244,-12.641,-25.800,-44.550,13.350,0,0,0,172,902,45.23,0.85,0.03,0,
3568188,-4.18,10925,0.00,59.38,15317.10,-32.05,11537.27,15012.42,-73.730,-906.250,234.863,-1.511,48.061,-3.008,31.950,-39.150,9.900,0,0,0,172,905,45.33,0.85,0.03,0,
3569575,-4.20,10910,0.00,59.26,15325.70,-32.04,11519.11,15021.21,31.738,-977.051,170.410,0.427,-172.412,22.931,-9.000,-37.950,49.950,0,0,0,172,909,45.48,0.86,0.03,0,
3570963,-4.22,10896,0.00,58.72,15332.28,-32.05,11496.84,15032.00,44.922,-983.887,37.109,0.481,63.382,10.191,-22.500,-46.950,13.800,0,0,0,172,911,45.75,0.86,0.03,0,
3572349,-4.23,10881,0.00,58.60,15339.38,-32.06,11482.63,15038.90,-61.035,-1026.855,258.789,-1.000,-215.481,7.847,1.350,-49.650,-1.050,0,0,0,172,911,45.70,0.86,0.03,1,
3573741,-4.25,10869,0.00,58.88,15344.96,-32.04,11476.07,15042.08,-107.422,-1079.102,233.887,4.565,-160.557,6.023,6.000,-44.100,43.650,0,0,0,172,913,45.75,0.86,0.03,0,
3575128,-4.28,10857,0.00,58.35,15351.56,-32.02,11461.92,15048.95,37.598,-1095.215,23.926,-10.603,8.366,-3.168,-8.400,-47.700,37.650,0,0,0,172,916,45.84,0.86,0.03,0,
3576515,-4.30,10842,0.00,57.99,15359.70,-32.02,11443.40,15057.96,32.715,-979.004,85.937,5.473,36.237,-1.298,-1.950,-47.850,38.550,0,0,0,176,917,46.07,0.87,0.03,0,
3577906,-4.32,10828,0.00,57.43,15366.82,-32.02,11427.19,15065.86,-30.762,-1005.859,175.781,-8.847,-27.603,7.573,4.950,-49.350,34.950,0,0,0,170,922,46.27,0.87,0.03,0,
3579293,-4.34,10811,0.00,57.16,15375.99,-32.01,11415.96,15071.34,63.477,-1010.254,-103.027,3.389,4.779,11.130,9.150,-50.400,32.550,0,0,0,173,922,46.21,0.87,0.03,0,
3580681,-4.36,10793,0.00,56.85,15384.67,-31.98,11398.96,15079.63,10.742,-1050.781,130.371,14.427,-1.740,-6.382,-2.700,-40.200,48.750,0,0,0,171,922,46.16,0.87,0.03,0,
3582071,-4.38,10776,0.00,56.69,15393.87,-31.95,11381.35,15088.24,-112.793,-1132.324,109.863,-0.870,-51.023,-15.160,14.550,-39.150,48.750,0,0,0,172,926,46.31,0.87,0.03,0,
3583464,-4.40,10758,0.00,57.00,15403.08,-31.92,11367.64,15094.94,-128.906,-1096.680,-14.648,-5.305,-155.496,7.313,-23.100,-46.350,16.050,0,0,0,172,927,46.54,0.88,0.03,0,
3584849,-4.42,10739,0.00,56.88,15413.32,-31.89,11349.33,15103.91,18.555,-1092.285,189.453,-0.664,-66.748,6.336,-3.750,-45.000,42.750,0,0,0,171,927,46.48,0.88,0.03,1,
3586248,-4.45,10716,0.00,57.12,15425.64,-31.86,11326.77,15114.98,-44.434,-1073.730,35.156,-1.550,28.771,3.389,3.750,-46.350,39.300,0,0,0,172,929,46.53,0.88,0.03,0,
3587635,-4.46,10691,0.00,57.16,15438.49,-31.87,11310.19,15123.12,-36.621,-1043.457,38.574,1.870,-177.672,-4.733,-18.600,-47.550,6.600,0,0,0,172,930,46.52,0.88,0.03,0,
3589022,-4.48,10664,0.00,57.47,15452.40,-31.90,11285.95,15135.04,-49.316,-985.840,125.488,5.870,-170.725,12.137,4.350,-41.550,47.100,0,0,0,172,929,46.65,0.88,0.03,0,
3590413,-4.50,10637,0.00,58.23,15466.34,-31.93,11256.55,15149.53,10.254,-879.883,146.973,-5.863,55.344,4.802,-20.700,-42.750,-2.100,0,0,0,170,929,46.60,0.88,0.03,1,
3591800,-4.52,10610,0.00,59.38,15480.83,-31.95,11237.19,15159.08,32.715,-855.469,157.715,0.412,186.305,-9.412,13.050,-36.450,49.500,0,0,0,171,932,46.70,0.88,0.03,0,
3593188,-4.54,10584,0.00,59.60,15493.79,-31.93,11235.21,15160.07,-154.785,-940.918,145.996,-13.565,-175.168,-5.649,21.600,-42.900,35.700,0,0,0,172,932,46.64,0.88,0.03,0,
3594580,-4.56,10563,0.00,59.72,15503.65,-31.89,11205.02,15175.00,18.555,-844.726,253.418,5.519,-47.145,8.221,-3.000,-52.050,6.600,0,0,0,171,935,46.97,0.89,0.03,0,
3595967,-4.58,10544,0.00,60.20,15513.53,-31.89,11185.39,15184.73,-71.289,-966.309,-20.508,-7.046,-32.855,2.962,1.800,-51.450,3.150,0,0,0,172,936,46.97,0.89,0.03,0,
3597355,-4.60,10528,0.00,60.85,15520.82,-31.90,11166.70,15194.00,-66.406,-1019.531,26.367,10.634,-230.924,8.282,-4.800,-48.900,39.150,0,0,0,173,940,47.11,0.89,0.03,0,
3598746,-4.62,10515,0.00,61.07,15527.60,-31.91,11141.25,15206.65,-74.219,-996.582,102.051,-12.542,111.183,0.130,0.300,-46.950,-6.900,0,0,0,170,942,47.16,0.89,0.03,0,
3600133,-4.64,10504,0.00,61.12,15533.34,-31.92,11125.70,15214.39,-182.129,-1000.976,405.762,-9.221,250.130,-10.626,28.650,-35.700,36.450,0,0,0,170,944,47.21,0.89,0.03,0,
3601520,-4.66,10492,0.00,60.81,15539.08,-31.93,11105.96,15224.23,-44.922,-1105.957,166.992,5.573,124.099,18.550,-22.500,-46.950,21.750,0,0,0,178,947,47.54,0.90,0.03,0,
3602912,-4.69,10481,0.00,60.24,15545.35,-31.96,11085.77,15234.30,60.059,-1113.281,213.867,8.687,-99.305,-5.565,14.400,-51.150,11.550,0,0,0,168,949,47.58,0.90,0.03,0,
