millis, UV [0-1023], BME_1_Temp, BME_1_Pres, BME_1_Hum, BME_1_Res, BME_1_Alt, BME_2_Temp, BME_2_Pres, BME_2_Hum, BME_2_Res, BME_2_Alt, Scaled. Acc.X, Scaled. Acc.Y, Scaled. Acc.Z, Gyr.X, Gyr.Y, Gyr.Z, Mag.X, Mag.Y, Mag.Z, Tmp, Radiation_count, counts_per_minute, uSvh, uSvhError, noiseCount, Ozone (PPB.), 
19783, 0,26.44294,27734,49.16495,28.15900,693.31683,26.41057,27750,51.42927,44.25900,691.80280,-992.67572, 55.66406, 16.60156, -1.22901, 2.42748, -0.71756, 33.75000, -12.30000, 6.30000, 29.37152, 0,0.00000,0.00000,0.00000,0,0, 
21524, 1,26.45021,27735,49.13408,28.23500,693.31683,26.41151,27751,51.42939,44.97700,691.80280,-984.86322, 61.03515, 9.76563, -1.46565, 1.38931, 0.05344, 34.20000, -13.05000, 6.30000, 29.89867, 0,0.00000,0.00000,0.00000,0,0, 
23266, 1,26.45527,27735,49.12201,28.52400,693.31683,26.41214,27751,51.36452,45.56800,691.89264,-989.74603, 53.22265, 6.83594, -1.86260, 1.30534, -2.96183, 33.00000, -13.50000, 7.35000, 29.46737, 0,0.00000,0.00000,0.00000,0,1, 
25012, 1,26.46064,27735,49.09726,28.80000,693.31683,26.41245,27749,51.35808,46.43300,691.97986,-1000.48820, 53.71093, 8.78906, 2.21374, 1.94656, -0.60305, 32.70000, -13.80000, 7.35000, 29.80283, 0,0.00000,0.00000,0.00000,0,2, 
26753, 0,26.46412,27735,49.09770,28.92000,693.31683,26.41590,27749,51.31957,46.90400,691.97986,-1005.37100, 41.01562, -0.48828, -0.00763, 0.46565, 2.46565, 32.55000, -12.90000, 6.45000, 29.80283, 0,0.00000,0.00000,0.00000,0,3, 
28497, 0,26.46885,27734,49.07923,29.16200,693.40399,26.41559,27749,51.28058,47.08600,691.97986,-1001.46480, 46.87500, 6.83594, -1.51145, 1.96183, 0.50382, 32.85000, -13.65000, 6.45000, 29.80283, 0,0.00000,0.00000,0.00000,0,4, 
30240, 0,26.47454,27734,49.07360,29.18200,693.49384,26.41057,27749,51.20855,47.73500,692.06964,-994.14056, 49.31640, -7.81250, 0.92366, -1.97710, -0.83969, 33.60000, -11.70000, 7.50000, 29.80283, 0,0.00000,0.00000,0.00000,0,5, 
31985, 0,26.47959,27733,49.06789,29.38800,693.58368,26.40900,27748,51.12401,48.40200,691.97986,-1003.90620, 55.66406, 15.62500, -3.70992, 1.44275, 0.34351, 32.85000, -13.35000, 6.15000, 29.80283, 0,0.00000,0.00000,0.00000,0,6, 
33728, 0,26.48307,27732,49.04926,29.55400,693.58368,26.41182,27749,51.04010,48.51500,691.97986,-987.79291, 44.92187, 3.41797, -1.41221, 2.45038, -3.35878, 32.10000, -14.85000, 7.20000, 29.80283, 0,0.00000,0.00000,0.00000,0,7, 
35474, 0,26.48686,27732,49.04974,29.72200,693.67090,26.41433,27749,51.00154,48.80000,691.97986,-996.58197, 50.29296, 3.90625, 0.41985, -0.83206, 1.64122, 33.75000, -12.75000, 4.05000, 29.89867, 0,0.00000,0.00000,0.00000,0,7, 
37216, 1,26.49065,27732,49.03117,29.93500,693.58368,26.41496,27749,50.92387,48.88600,691.97986,-995.11713, 62.01171, 2.44141, 1.27481, 2.13740, 0.24427, 33.60000, -14.40000, 5.70000, 29.94660, 0,0.00000,0.00000,0.00000,0,8, 
38959, 0,26.49539,27732,49.03812,30.10800,693.58368,26.41182,27748,50.83927,49.52700,691.97986,-996.09369, 62.01171, 9.76563, 1.26718, 0.79389, -0.65649, 34.20000, -13.05000, 7.80000, 29.80283, 0,0.00000,0.00000,0.00000,0,9, 
40702, 1,26.50108,27732,49.01342,30.34900,693.58368,26.41120,27748,50.74208,49.94400,692.06964,-1001.46480, 50.78125, 5.37109, 0.81679, -0.39695, 0.54962, 34.20000, -11.25000, 5.85000, 29.89867, 0,0.00000,0.00000,0.00000,0,10, 
