millis, UV [0-1023], BME_1_Temp, BME_1_Pres, BME_1_Hum, BME_1_Res, BME_1_Alt, BME_2_Temp, BME_2_Pres, BME_2_Hum, BME_2_Res, BME_2_Alt, Scaled. Acc.X, Scaled. Acc.Y, Scaled. Acc.Z, Gyr.X, Gyr.Y, Gyr.Z, Mag.X, Mag.Y, Mag.Z, Tmp, Radiation_count, counts_per_minute, uSvh, uSvhError, noiseCount, Ozone (PPB.), 
19689, 0,26.35637,27548,36.92341,20.19300,709.88916,26.92682,27560,40.50389,29.36000,708.72919,-968.26166, 83.00780, 41.01562, 3.00000, 1.14504, 3.08397, 41.40000, -13.35000, 55.50000, 29.27568, 2,6.26403,0.11812,0.08352,0,0, 
21432, 0,26.36964,27548,36.93068,20.65200,709.88916,26.93999,27561,40.52977,29.82300,708.72919,-982.91010, 49.80468, 39.55078, -0.77099, 3.14504, -4.38168, 40.80000, -11.25000, 60.00000, 29.80283, 3,8.61285,0.16241,0.09377,0,0, 
23175, 0,26.38260,27549,36.95566,21.09100,709.88916,26.95504,27561,40.83093,29.93100,708.64203,-1012.20700, 43.45703, 25.39062, 1.80916, 0.68702, 2.58015, 42.15000, -10.95000, 60.30000, 29.89867, 3,7.94913,0.14989,0.08654,0,1, 
24920, 0,26.39239,27549,36.96257,21.50400,709.88916,26.97355,27562,41.60567,29.99500,708.64203,-1006.34760, 55.66406, 43.94531, -1.28244, 2.50382, -3.65649, 41.55000, -11.55000, 60.45000, 29.65906, 3,7.38159,0.13919,0.08036,0,2, 
26660, 1,26.40534,27549,36.99347,21.91100,709.79932,26.98860,27562,42.41457,30.84000,708.55219,-980.46869, 87.89062, 0.97656, -2.05344, 1.12977, -2.14504, 41.55000, -12.00000, 61.20000, 29.61114, 3,6.88837,0.12989,0.07499,0,3, 
28406, 1,26.41798,27550,37.03027,22.07300,709.79932,26.99958,27563,42.87974,31.54200,708.55219,-995.11713, 38.08594, 31.25000, -3.48855, 3.50382, -1.30534, 41.70000, -10.65000, 60.00000, 29.61114, 3,6.45763,0.12177,0.07030,0,6, 
30149, 0,26.43031,27550,37.07888,22.62400,709.79932,27.01024,27562,42.93673,32.27600,708.64203,-1010.25380, 46.87500, 11.71875, -1.96183, 2.75573, -2.70229, 41.70000, -7.95000, 60.90000, 29.94660, 3,6.07718,0.11459,0.06616,0,10, 
31894, 1,26.44137,27549,37.12145,22.99800,709.88916,27.01997,27561,42.83875,32.91400,708.72919,-1012.69530, 46.38671, 20.01953, -1.70229, 2.80153, -2.11450, 42.45000, -10.20000, 60.30000, 29.75491, 4,7.65257,0.14430,0.07215,0,17, 
33637, 2,26.45116,27549,37.16392,23.25400,709.79932,27.02937,27561,42.57375,33.55100,708.72919,-996.09369, 38.57422, 28.32031, -0.76336, 2.93893, -1.55725, 41.70000, -7.20000, 61.20000, 29.99452, 4,7.24966,0.13670,0.06835,0,24, 
35383, 0,26.46064,27549,37.20636,23.56900,709.79932,27.03816,27561,42.15483,34.41100,708.72919,-984.37494, 51.26953, 36.62109, -3.00763, 2.97710, -0.46565, 42.00000, -9.60000, 60.75000, 29.80283, 4,6.88685,0.12986,0.06493,0,31, 
37125, 0,26.46948,27549,37.26060,23.89000,709.88916,27.04819,27561,41.78016,34.99000,708.72919,-996.58197, 39.55078, 33.69141, 0.95420, 0.06107, -0.01527, 42.00000, -8.10000, 59.70000, 29.99452, 4,6.55881,0.12368,0.06184,0,40, 
38867, 0,26.47802,27549,37.30299,24.18000,709.88916,27.05603,27561,41.44292,35.25700,708.64203,-984.86322, 48.82812, 37.59766, 0.67939, -0.16031, 1.92366, 40.65000, -9.15000, 60.30000, 30.18621, 4,6.26011,0.11804,0.05902,0,48, 
40613, 1,26.48465,27549,37.35111,24.50700,709.79932,27.06294,27561,41.12464,35.83400,708.72919,-1004.39450, 49.80468, 33.69141, 3.41221, 0.73282, 2.68702, 40.05000, -8.10000, 60.45000, 29.94660, 5,7.48522,0.14115,0.06312,0,54, 
42354, 0,26.49286,27549,37.38161,24.81300,709.79932,27.07109,27561,40.75816,36.14600,708.72919,-997.07025, 54.19921, 27.34375, 1.16794, 0.51908, 1.74809, 40.80000, -8.10000, 60.00000, 30.18621, 5,7.17291,0.13526,0.06049,0,61, 
44099, 1,26.50076,27550,37.41802,25.11100,709.88916,27.07924,27560,40.85085,35.65000,708.81903,-998.53510, 42.48046, 37.10938, 1.24427, 1.03817, 1.00000, 41.40000, -10.20000, 59.85000, 29.99452, 5,6.88595,0.12985,0.05807,0,65, 
45842, 0,26.50835,27549,37.43660,25.34000,709.88916,27.08771,27560,41.36666,36.02000,708.81903,-985.35150, 56.64062, 20.01953, -1.65649, 5.20611, 0.41221, 41.55000, -8.85000, 60.75000, 30.28205, 5,6.62062,0.12484,0.05583,0,69, 
47588, 0,26.51624,27549,37.46116,25.61900,709.88916,27.09649,27560,41.71794,36.62300,708.81903,-1000.48820, 43.94531, 28.80859, 2.76336, 1.26718, 2.83969, 42.00000, -8.85000, 61.50000, 30.18621, 5,6.37538,0.12022,0.05376,0,74, 
49331, 1,26.52383,27548,37.49162,25.77800,709.88916,27.10277,27560,41.77403,37.71900,708.90887,-1005.37100, 38.57422, 26.36719, -2.39695, 2.48855, -1.90840, 42.00000, -9.60000, 60.45000, 29.89867, 5,6.14754,0.11592,0.05184,0,78, 
51076, 0,26.53109,27548,37.52206,26.00200,709.97900,27.10872,27559,41.33832,38.52200,708.90887,-1012.69530, 81.54296, 17.57813, -1.77099, 3.48092, -1.87023, 40.65000, -9.15000, 60.90000, 30.52167, 5,5.93554,0.11192,0.05005,0,83, 
52818, 0,26.53741,27547,37.54647,26.33000,710.06622,27.11625,27559,40.83660,38.62900,708.90887,-1004.88280, 49.31640, 24.41406, -3.51145, 2.18321, -1.16031, 42.00000, -9.60000, 59.25000, 30.32998, 5,5.73789,0.10820,0.04839,0,87, 
54559, 0,26.54278,27547,37.56484,26.46400,709.97900,27.12315,27559,40.58665,38.48600,708.90887,-1004.39450, 45.89843, 32.71484, -4.51145, 2.81679, -3.83206, 40.35000, -8.40000, 60.60000, 30.32998, 5,5.55247,0.10470,0.04682,0,91, 
56305, 0,26.54879,27547,37.60110,26.70100,709.97900,27.13099,27560,40.52642,38.77300,708.90887,-979.98041, 31.25000, 38.57422, 1.16794, 0.09924, 4.25954, 42.75000, -8.55000, 61.20000, 30.47375, 5,5.37895,0.10143,0.04536,0,93, 
58048, 0,26.55606,27548,37.59592,26.97700,709.97900,27.13758,27559,40.47219,38.99100,708.90887,-1035.15630, 41.99218, 8.78906, 0.29771, 1.51145, -0.58779, 40.65000, -9.45000, 60.90000, 30.32998, 5,5.21576,0.09835,0.04398,0,94, 
59793, 0,26.56205,27548,37.60842,27.11700,709.88916,27.14260,27559,40.35066,39.47200,708.90887,-995.11713, 54.19921, 25.39062, -0.29008, 0.80153, 0.19084, 42.00000, -8.85000, 61.20000, 30.42582, 5,5.06235,0.09546,0.04269,0,94, 
61536, 0,26.56901,27549,37.62696,27.38300,709.88916,27.14762,27559,40.03422,40.51000,708.99872,-1015.13670, 54.68750, 42.48046, -2.61069, 2.48092, -1.25191, 41.40000, -8.70000, 60.30000, 30.32998, 6,5.90106,0.11127,0.04543,0,94, 
63282, 1,26.57501,27549,37.63353,27.71100,709.88916,27.15326,27558,39.49373,40.90800,708.90887,-999.51166, 62.01171, 12.69531, 3.28244, 0.03817, -4.06870, 41.10000, -7.20000, 60.30000, 30.28205, 6,5.73714,0.10818,0.04417,0,93, 
65025, 0,26.58133,27549,37.64013,27.74700,709.79932,27.15985,27559,39.04590,41.07000,708.81903,-1000.48820, 28.32031, 24.41406, -2.38168, 3.77863, -1.25954, 41.25000, -8.85000, 60.00000, 30.18621, 6,5.58191,0.10526,0.04297,0,90, 
66769, 0,26.58607,27549,37.62873,27.93300,709.88916,27.16644,27560,38.81675,41.31400,708.81903,-991.21088, 45.41015, 35.15625, -0.64885, 1.31298, -1.01527, 42.00000, -10.05000, 60.00000, 30.32998, 6,5.43503,0.10249,0.04184,0,84, 
68512, 0,26.59112,27548,37.62925,28.31200,709.97900,27.17271,27560,38.72678,41.19200,708.90887,-1001.95310, 46.38671, 37.10938, -2.77099, 0.77863, -0.12214, 41.70000, -8.40000, 61.35000, 30.52167, 7,6.17829,0.11650,0.04403,0,78, 
70255, 0,26.59618,27549,37.61195,28.38900,709.79932,27.17898,27559,38.63686,41.27300,708.90887,-1000.97650, 58.59375, 22.46094, -2.79389, 3.16031, 0.54962, 43.05000, -8.85000, 60.00000, 30.18621, 7,6.02401,0.11359,0.04293,0,70, 
71996, 0,26.60123,27550,37.60653,28.58300,709.70947,27.18619,27559,38.69801,41.07000,708.90887,-995.60541, 51.75781, 42.48046, 0.05344, 0.64122, -1.32824, 42.00000, -9.60000, 60.75000, 30.28205, 7,5.87709,0.11082,0.04189,0,63, 
73739, 0,26.60660,27550,37.56550,28.70100,709.79932,27.19247,27560,38.88603,41.11000,708.90887,-1011.23040, 45.89843, 19.04297, -3.53435, 2.15267, -0.26718, 41.40000, -9.15000, 60.30000, 30.61752, 7,5.73708,0.10818,0.04089,0,56, 
75484, 0,26.61103,27550,37.54220,28.84000,709.79932,27.19529,27559,39.01338,41.64500,708.90887,-997.55853, 52.73437, 42.48046, 0.16794, 2.93130, -1.50382, 41.70000, -8.40000, 59.85000, 30.61752, 7,5.60366,0.10567,0.03994,0,50, 
77227, 1,26.61577,27550,37.50112,28.98000,709.79932,27.20031,27559,39.01392,41.85500,708.81903,-987.79291, 53.71093, 40.03906, -2.38168, 2.17557, -0.26718, 42.15000, -9.90000, 57.75000, 30.42582, 7,5.47609,0.10326,0.03903,0,45, 
78972, 0,26.62019,27549,37.46001,29.04000,709.79932,27.20031,27559,38.71763,43.11300,708.90887,-993.65228, 52.73437, 37.10938, 1.35878, 0.11450, 1.91603, 42.30000, -10.05000, 58.20000, 30.61752, 7,5.35441,0.10097,0.03816,0,41, 
80715, 0,26.62619,27550,37.44283,29.24400,709.79932,27.20251,27560,38.21724,43.56400,708.81903,-1004.88280, 44.43359, 40.03906, -2.69466, 1.87023, -2.06107, 42.75000, -9.30000, 59.25000, 30.66544, 7,5.23802,0.09877,0.03733,0,38, 
82458, 0,26.63094,27550,37.40770,29.34600,709.70947,27.20846,27560,37.88699,44.11800,708.90887,-989.74603, 42.96875, 31.25000, -1.10687, 1.79389, 2.31298, 40.65000, -9.90000, 58.80000, 30.66544, 7,5.12658,0.09667,0.03654,0,35, 
84201, 0,26.63599,27550,37.39042,29.65900,709.79932,27.21348,27559,37.67131,44.40100,708.90887,-1009.76560, 60.05859, 35.64453, 2.90840, 0.28244, 0.96947, 42.00000, -9.60000, 57.15000, 30.66544, 7,5.01978,0.09466,0.03578,0,31, 
85947, 0,26.64136,27550,37.36724,29.65900,709.79932,27.21662,27560,37.44973,44.25900,708.90887,-980.46869, 32.22656, 37.10938, 0.90840, 1.77099, 1.45038, 40.35000, -9.15000, 58.35000, 30.80921, 7,4.91717,0.09272,0.03505,0,28, 
87690, 0,26.64610,27550,37.34993,29.85000,709.70947,27.22069,27559,37.34231,44.40100,708.90887,-1009.27730, 50.29296, 20.99609, -0.81679, 3.40458, -0.58015, 42.30000, -10.05000, 57.90000, 30.61752, 7,4.81900,0.09087,0.03435,0,25, 
89431, 1,26.65242,27550,37.33279,29.85000,709.70947,27.22571,27559,37.31288,44.49600,708.90887,-997.55853, 52.24609, 36.13281, -2.31298, 4.58015, -4.11450, 42.15000, -9.45000, 59.10000, 30.80921, 7,4.72441,0.08909,0.03367,0,22, 
91176, 0,26.65842,27550,37.30967,30.00000,709.70947,27.22665,27559,37.15736,45.46800,708.90887,-1009.76560, 56.64062, 14.16016, -1.76336, 3.36641, -4.06107, 41.40000, -9.90000, 59.10000, 30.66544, 7,4.63356,0.08737,0.03302,0,20, 
92918, 0,26.66316,27551,37.30423,30.15100,709.79932,27.22979,27559,36.76932,45.92000,708.99872,-1016.60150, 20.99609, 29.78515, 2.13740, 0.47328, 0.53435, 42.45000, -8.70000, 59.85000, 30.66544, 7,4.54600,0.08572,0.03240,0,20, 
94664, 0,26.66758,27550,37.28690,30.34900,709.70947,27.23167,27558,36.29879,46.58900,708.99872,-1001.95310, 38.08594, 48.33984, 0.34351, 1.75573, 0.24427, 43.50000, -10.80000, 58.65000, 30.61752, 7,4.46182,0.08413,0.03180,0,20, 
96407, 0,26.67295,27551,37.26966,30.37100,709.70947,27.23544,27559,35.93666,46.22600,708.90887,-967.28510, 73.73047, 16.60156, 1.12977, -0.07634, -0.64122, 43.05000, -9.30000, 58.95000, 30.61752, 7,4.38061,0.08260,0.03122,0,20, 
98153, 0,26.67675,27551,37.25226,30.34900,709.62231,27.23732,27559,35.77667,46.07300,708.90887,-1008.30070, 42.96875, 13.67187, -3.41985, 2.06107, -2.51145, 41.25000, -9.60000, 58.65000, 30.66544, 7,4.30240,0.08113,0.03066,0,20, 
99896, 1,26.68149,27551,37.21718,30.57100,709.70947,27.23889,27559,35.66421,46.27800,708.99872,-982.42181, 47.85156, 21.97265, -1.03817, 1.76336, -0.47328, 42.75000, -9.60000, 58.95000, 30.85713, 7,4.22697,0.07971,0.03013,0,20, 
101641, 0,26.68464,27549,37.19379,30.61600,709.79932,27.23920,27558,35.49842,46.27800,708.99872,-999.51166, 29.78515, 37.59766, -3.04580, 2.10687, -2.70992, 41.70000, -11.40000, 58.80000, 30.85713, 7,4.15397,0.07833,0.02961,0,20, 
103384, 0,26.68843,27550,37.15270,30.70600,709.70947,27.24108,27559,35.38027,46.12400,708.90887,-1002.44130, 43.94531, 30.76172, 1.55725, 2.30534, 2.44275, 42.15000, -10.65000, 58.80000, 30.80921, 7,4.08358,0.07700,0.02910,0,20, 
105126, 0,26.69413,27550,37.12958,30.75100,709.79932,27.24359,27559,35.46926,45.87000,708.90887,-1015.13670, 42.96875, 32.71484, 2.01527, -0.02290, 1.61069, 42.30000, -8.85000, 58.95000, 30.47375, 7,4.01541,0.07572,0.02862,0,20, 
106872, 0,26.69728,27549,37.11213,30.79600,709.79932,27.24578,27559,35.62934,45.81900,708.90887,-990.23431, 60.54687, 23.92578, -0.35115, 2.74809, -1.96947, 48.30000, -6.60000, 54.60000, 30.85713, 7,3.94960,0.07448,0.02815,0,20, 
108615, 0,26.70234,27549,37.07119,31.02500,709.79932,27.24578,27559,35.74787,45.87000,708.90887,-1008.78900, 47.36328, 20.01953, 0.15267, 2.28244, -3.33588, 50.40000, -3.90000, 55.65000, 30.80921, 7,3.88590,0.07327,0.02770,0,20, 
110358, 0,26.70739,27550,37.05986,31.00200,709.79932,27.24453,27558,35.59961,46.85100,708.99872,-996.58197, 59.08203, 20.50781, 2.21374, 1.49618, 2.39695, 48.60000, -5.10000, 54.90000, 30.85713, 7,3.82423,0.07211,0.02726,0,20, 
112101, 0,26.71150,27550,37.03659,31.04800,709.79932,27.24453,27558,35.33922,47.24700,708.99872,-1009.76560, 44.43359, 16.11328, -3.96183, 1.85496, -4.45038, 48.60000, -3.90000, 54.90000, 30.95298, 8,4.30215,0.08112,0.02868,0,20, 
113847, 0,26.71529,27549,37.01921,31.11800,709.79932,27.24391,27558,35.03790,47.73500,709.08594,-990.72260, 39.55078, 35.15625, -0.82443, 4.31298, -6.52672, 49.05000, -4.35000, 53.85000, 31.04882, 8,4.23602,0.07988,0.02824,0,20, 
115590, 0,26.71972,27549,36.99599,31.25700,709.88916,27.24139,27558,34.68398,48.45900,709.08594,-1004.88280, 39.06250, 35.64453, 0.09160, 0.09924, -2.42748, 49.05000, -3.60000, 54.90000, 31.04882, 8,4.17181,0.07867,0.02781,0,20, 
117334, 0,26.72414,27549,36.96684,31.32800,709.88916,27.23920,27557,34.27807,49.26300,709.08594,-995.11713, 29.78515, 28.32031, 1.95420, 3.15267, 4.00763, 48.30000, -4.35000, 55.65000, 31.24051, 8,4.10955,0.07749,0.02740,0,20, 
119076, 0,26.73077,27550,36.95568,31.44600,709.79932,27.23669,27556,33.86150,50.18500,709.17572,-1001.46480, 42.96875, 29.29687, -0.25954, 3.18321, -2.41221, 49.35000, -3.15000, 52.80000, 31.04882, 9,4.55527,0.08590,0.02863,0,20, 
120819, 0,26.73678,27549,36.92671,31.54100,709.88916,27.23544,27556,33.53382,50.00400,709.17572,-991.21088, 33.69141, 26.85547, -0.96947, 2.98473, -0.05344, 48.75000, -3.75000, 53.70000, 30.85713, 9,4.48919,0.08465,0.02822,0,20, 
122564, 0,26.74088,27548,36.89754,31.39800,709.88916,27.23481,27556,33.30024,50.61300,709.17572,-998.04681, 45.41015, 18.06641, 0.79389, 0.74809, -0.06870, 48.45000, -3.75000, 54.00000, 31.00090, 10,4.91674,0.09271,0.02932,0,20, 
124307, 0,26.74594,27548,36.87439,31.63600,709.79932,27.23450,27556,33.10781,50.67400,709.17572,-1003.41790, 51.26953, 32.71484, -2.41221, -0.18321, -1.64885, 48.45000, -3.00000, 54.45000, 31.14467, 10,4.84747,0.09141,0.02891,0,20, 
126051, 0,26.75131,27550,36.85128,31.68400,709.79932,27.23167,27557,32.95615,51.01600,709.17572,-990.72260, 73.73047, 18.06641, 0.83969, 0.23664, 1.07634, 47.70000, -5.25000, 53.70000, 31.14467, 10,4.78019,0.09014,0.02850,0,20, 
127794, 0,26.75447,27549,36.81612,31.82900,709.88916,27.22948,27556,32.79887,50.89200,709.17572,-993.16400, 31.25000, 41.99218, -1.42748, 3.63359, 2.29771, 48.60000, -2.40000, 54.30000, 30.85713, 10,4.71461,0.08890,0.02811,0,20, 
129540, 0,26.75826,27549,36.78103,31.85300,709.79932,27.22728,27556,32.65339,51.20500,709.17572,-982.91010, 50.78125, 15.62500, -1.92366, 0.98473, -2.07634, 49.95000, -3.75000, 54.45000, 30.95298, 10,4.65091,0.08770,0.02773,0,20, 
131282, 0,26.76047,27549,36.74579,31.70800,709.79932,27.22477,27556,32.57767,51.23700,709.17572,-997.55853, 46.87500, 20.99609, -2.38168, 3.24427, -0.32824, 49.05000, -2.85000, 53.55000, 31.14467, 10,4.58888,0.08653,0.02736,0,20, 
133026, 0,26.76426,27549,36.72253,31.82900,709.79932,27.22258,27556,32.49041,51.61800,709.17572,-985.35150, 41.01562, 26.85547, -1.12977, 1.80153, -1.41221, 49.95000, -3.30000, 53.40000, 31.00090, 10,4.52851,0.08539,0.02700,0,20, 
134769, 0,26.76553,27549,36.68130,32.04900,709.79932,27.22101,27555,32.41486,51.71500,709.17572,-1000.97650, 53.22265, 18.06641, 0.27481, 1.42748, 0.05344, 48.60000, -3.90000, 54.30000, 30.80921, 10,4.46971,0.08428,0.02665,0,20, 
136514, 0,26.76774,27549,36.61654,31.92600,709.79932,27.21944,27555,32.40311,51.17400,709.26556,-992.18744, 36.62109, 42.96875, 2.05344, 2.51145, -0.92366, 47.85000, -3.90000, 54.90000, 31.14467, 10,4.41235,0.08320,0.02631,0,20, 
138257, 0,26.76995,27549,36.56363,32.17200,709.79932,27.21881,27556,32.47266,50.70500,709.17572,-1005.85930, 46.87500, 44.92187, -2.27481, 2.98473, -0.87786, 50.70000, -2.55000, 52.65000, 31.14467, 10,4.35651,0.08215,0.02598,0,20, 
140000, 0,26.77122,27549,36.51062,32.09800,709.79932,27.21630,27556,32.60010,50.67400,709.26556,-1008.30070, 48.33984, 19.04297, -0.35115, 4.55725, -3.03817, 48.00000, -5.25000, 54.00000, 31.19259, 10,4.30200,0.08112,0.02565,0,20, 
141746, 0,26.77248,27549,36.44584,32.22200,709.88916,27.21191,27555,32.64035,51.36300,709.26556,-996.09369, 71.77734, 23.43750, -0.26718, -0.67176, -0.58015, 48.45000, -2.25000, 55.50000, 31.24051, 10,4.24890,0.08012,0.02534,0,20, 
143489, 0,26.77501,27549,36.39301,32.32200,709.88916,27.21003,27556,32.54147,52.03800,709.17572,-1005.85930, 62.01171, 40.52734, 2.87786, 1.83969, 2.23664, 50.40000, -2.85000, 55.35000, 31.00090, 10,4.19707,0.07914,0.02503,0,20, 
145232, 1,26.77848,27549,36.34029,32.39700,709.88916,27.20439,27555,32.40173,52.07100,709.35278,-1005.37100, 60.05859, 29.29687, -2.36641, 3.56489, 1.91603, 48.75000, -4.20000, 55.20000, 31.04882, 10,4.14651,0.07819,0.02473,0,20, 
146975, 0,26.78133,27548,36.26984,32.32200,709.88916,27.20282,27555,32.23932,52.53200,709.17572,-1000.97650, 58.59375, 33.69141, 2.05344, 0.27481, -0.09160, 49.35000, -3.15000, 55.35000, 31.14467, 10,4.09710,0.07726,0.02443,0,20, 
148720, 0,26.78448,27549,36.21713,32.34700,709.79932,27.19999,27556,32.10590,52.56500,709.17572,-1004.39450, 57.61718, 28.80859, -1.55725, 3.30534, -1.58779, 48.75000, -3.75000, 55.50000, 31.14467, 10,4.04891,0.07635,0.02414,0,20, 
150463, 0,26.78670,27549,36.16435,32.42200,709.79932,27.19968,27557,32.02489,52.43200,709.17572,-1007.32420, 52.24609, 36.62109, -0.70992, 2.45802, -0.10687, 49.20000, -3.00000, 54.75000, 31.04882, 10,4.00176,0.07546,0.02386,0,20, 
152209, 1,26.79112,27549,36.11768,32.65000,709.88916,27.19843,27556,32.03056,51.94100,709.17572,-997.07025, 53.22265, 45.89843, 0.02290, -1.32824, 1.65649, 48.30000, -2.40000, 53.85000, 31.33636, 10,3.95577,0.07459,0.02359,0,20, 
153952, 0,26.79586,27549,36.05930,32.72700,709.79932,27.19843,27557,32.13470,51.42700,709.08594,-982.42181, 64.94141, 11.23047, -0.84733, 3.03053, -2.12977, 48.75000, -3.75000, 54.00000, 31.14467, 10,3.91086,0.07375,0.02332,0,20, 
155698, 0,26.79934,27549,36.03023,32.54900,709.88916,27.19717,27557,32.29673,51.07900,709.17572,-998.04681, 47.36328, 20.01953, -0.80153, 3.83969, -4.11450, 49.50000, -2.55000, 54.75000, 31.14467, 10,3.86688,0.07292,0.02306,0,20, 
157441, 0,26.80344,27549,35.98357,32.70200,709.79932,27.19654,27557,32.47060,50.76700,709.17572,-1006.34760, 49.31640, 32.22656, -0.57252, 0.04580, 0.32824, 48.45000, -4.95000, 54.75000, 31.38428, 10,3.82392,0.07211,0.02280,0,20, 
159183, 0,26.80660,27549,35.94860,32.62500,709.79932,27.19404,27556,32.59224,50.79800,709.17572,-998.04681, 29.78515, 40.03906, 0.90840, 0.80153, -0.54198, 49.80000, -3.15000, 53.55000, 31.14467, 10,3.78184,0.07131,0.02255,0,20, 
160928, 1,26.80850,27549,35.90762,32.77900,709.79932,27.19247,27557,32.57468,51.20500,709.17572,-998.04681, 45.89843, 23.92578, -0.88550, 2.93130, -1.20611, 48.60000, -3.60000, 55.65000, 31.38428, 11,4.11482,0.07759,0.02339,0,20, 
162671, 0,26.81102,27549,35.87848,32.85600,709.79932,27.19059,27557,32.61514,51.23700,709.08594,-1029.29690, 73.73047, 31.73828, 1.95420, -0.24427, 0.52672, 49.35000, -3.90000, 53.85000, 31.14467, 11,4.07051,0.07676,0.02314,0,20, 
164417, 0,26.81545,27550,35.82603,32.90800,709.70947,27.18902,27557,32.66727,50.82900,709.08594,-983.88666, 46.38671, 31.25000, 1.00000, 0.20611, -1.17557, 49.35000, -3.90000, 53.55000, 31.24051, 11,4.02721,0.07594,0.02290,0,20, 
166160, 0,26.81924,27550,35.78527,33.03800,709.70947,27.18839,27557,32.77180,50.86000,709.08594,-969.72650, 60.54687, 22.46094, -1.03817, 2.06870, -1.48855, 50.70000, -3.75000, 55.20000, 31.33636, 11,3.98479,0.07514,0.02266,0,20, 
167905, 0,26.82303,27550,35.75041,32.72700,709.62231,27.18682,27558,32.82398,50.73600,708.99872,-998.53510, 54.68750, 15.13672, -0.41985, 4.54962, -0.07634, 50.10000, -3.90000, 54.30000, 31.19259, 11,3.94331,0.07436,0.02242,0,20, 
169648, 0,26.82714,27551,35.70383,32.83000,709.70947,27.18557,27558,32.88784,50.55100,708.99872,-981.44525, 42.96875, 29.29687, -2.57252, 1.75573, -2.01527, 49.20000, -3.75000, 55.80000, 31.19259, 11,3.90267,0.07359,0.02219,0,20, 
171394, 0,26.82967,27550,35.66299,32.83000,709.79932,27.18494,27558,32.94596,50.61300,709.08594,-1000.97650, 41.50390, 40.52734, 1.12977, 2.52672, 1.26718, 48.45000, -4.50000, 54.45000, 31.14467, 11,3.86279,0.07284,0.02196,0,20, 
173136, 0,26.83314,27550,35.62812,32.75300,709.79932,27.18431,27558,32.98665,50.55100,708.99872,-991.69916, 35.15625, 31.73828, -2.36641, 3.16031, 0.36641, 50.10000, -3.90000, 54.30000, 31.52805, 11,3.82378,0.07210,0.02174,0,20, 
