millis, UV [0-1023], BME_1_Temp, BME_1_Pres, BME_1_Hum, BME_1_Res, BME_1_Alt, BME_2_Temp, BME_2_Pres, BME_2_Hum, BME_2_Res, BME_2_Alt, Scaled. Acc.X, Scaled. Acc.Y, Scaled. Acc.Z, Gyr.X, Gyr.Y, Gyr.Z, Mag.X, Mag.Y, Mag.Z, Tmp, Radiation_count, counts_per_minute, uSvh, uSvhError, noiseCount, Ozone (PPB.), 
19080,28.88778,27609,26.88999,91.35600,704.36151,27.65697,27612,29.70057,115.53100,704.09467,12.69531, 9.76563, 1030.27340, -2.72519, 1.70992, -1.46565, 30.45000, -8.10000, 61.50000, 32.29482, 0,0.00000,0.00000,0.00000,0,20, 
36480,28.72285,27611,26.64416,95.10400,704.18451,27.51363,27613,29.43227,119.26100,704.09467,27.83203, 11.71875, 1036.62110, -1.54198, 3.12977, -4.00763, 31.80000, -9.90000, 61.35000, 32.77404, 0,0.00000,0.00000,0.00000,0,20, 
53880,28.60406,27611,26.50203,96.57100,704.27167,27.40543,27613,29.26973,123.14800,704.00482,22.46094, 10.74219, 1024.90230, 2.61832, 0.34351, 2.19084, 31.05000, -8.70000, 60.30000, 32.43858, 0,0.00000,0.00000,0.00000,0,20, 
71270,28.53676,27611,26.40280,98.39300,704.27167,27.34364,27614,29.13970,125.09400,704.00482,18.06641, 11.71875, 1020.01950, -0.06870, -0.42748, 0.76336, 30.60000, -8.70000, 60.90000, 32.72612, 0,0.00000,0.00000,0.00000,0,20, 
88670,28.50264,27611,26.30626,99.80500,704.18451,27.31322,27613,29.04078,127.59000,704.00482,11.71875, 7.81250, 1027.83200, -0.20611, 1.99237, -2.07634, 29.85000, -7.50000, 60.30000, 32.63028, 0,0.00000,0.00000,0.00000,0,20, 
106060,28.48589,27612,26.22770,101.62900,704.18451,27.29973,27613,28.95468,129.57899,704.00482,23.43750, 20.01953, 1026.85550, -1.89313, 4.62595, -2.45802, 30.15000, -9.60000, 60.75000, 32.58235, 0,0.00000,0.00000,0.00000,0,20, 
123490,28.47736,27611,26.17188,102.31400,704.18451,27.29409,27614,28.87496,130.69901,704.00482,18.55469, 4.88281, 1020.01950, -0.57252, 2.59542, 0.92366, 31.05000, -8.40000, 60.30000, 32.43858, 0,0.00000,0.00000,0.00000,0,20, 
140880,28.47451,27611,26.12204,103.07200,704.27167,27.28969,27614,28.81801,131.42200,704.00482,12.20703, -5.37109, 1030.27340, 0.89313, 0.99237, 1.67176, 31.65000, -9.30000, 60.45000, 32.63028, 0,0.00000,0.00000,0.00000,0,20, 
158300,28.47199,27611,26.07775,103.52000,704.18451,27.28499,27614,28.78368,132.68100,704.00482,7.32422, 8.30078, 1029.29690, 2.44275, 0.90076, -1.59542, 30.30000, -9.45000, 60.60000, 32.58235, 1,3.83534,0.07232,0.07232,0,20, 
175690,28.46377,27612,26.04406,104.88600,704.18451,27.28311,27614,28.73264,132.89301,704.00482,21.97265, 0.97656, 1031.25000, 1.75573, 0.08397, 0.44275, 30.90000, -9.60000, 58.95000, 32.58235, 1,3.45145,0.06508,0.06508,0,20, 
193120,28.45745,27611,25.97748,105.35000,704.18451,27.28593,27614,28.65375,133.85600,703.91498,27.83203, 7.81250, 1021.97260, 2.90076, 0.30534, 0.72519, 31.80000, -8.70000, 60.60000, 32.72612, 1,3.13709,0.05915,0.05915,0,20, 
210520,28.45714,27611,25.93891,105.41600,704.18451,27.29064,27614,28.61459,133.53400,704.00482,20.50781, 3.41797, 1028.80860, 0.56489, -1.76336, 0.32824, 30.45000, -8.10000, 62.55000, 32.58235, 1,2.87549,0.05422,0.05422,0,20, 
227921,28.45967,27611,25.91159,104.55800,704.18451,27.29126,27614,28.59205,133.74899,703.91498,9.76563, 11.71875, 1019.04290, 2.15267, 0.03817, 1.47328, 31.65000, -8.55000, 61.80000, 32.63028, 1,2.65393,0.05004,0.05004,0,20, 
245340,28.45745,27612,25.91142,105.48300,704.18451,27.28468,27614,28.57457,135.05200,703.91498,4.39453, 8.78906, 1020.99600, -0.33588, -1.29771, 0.45038, 31.20000, -8.55000, 60.45000, 32.39066, 1,2.46427,0.04647,0.04647,0,20, 
262730,28.44671,27611,25.88307,106.15400,704.18451,27.27966,27615,28.53463,134.17999,703.91498,20.50781, 14.16016, 1038.08590, -1.96183, 2.40458, -1.72519, 30.90000, -8.55000, 60.75000, 32.72612, 1,2.29991,0.04337,0.04337,0,20, 
280140,28.44324,27611,25.85530,106.35700,704.27167,27.28154,27613,28.49527,135.71400,704.09467,13.18359, 3.41797, 1030.76170, -2.51145, 2.42748, -1.25191, 31.65000, -8.55000, 59.25000, 32.39066, 3,6.46831,0.12197,0.07042,0,20, 
297541,28.44229,27610,25.83873,106.62900,704.27167,27.28562,27613,28.47868,136.27000,704.09467,11.71875, 5.37109, 1037.10940, 1.14504, 0.41985, -1.04580, 28.80000, -8.40000, 59.10000, 32.58235, 3,6.08704,0.11478,0.06627,0,20, 
314962,28.44071,27610,25.84410,105.95200,704.27167,27.28813,27613,28.43938,135.49300,704.00482,8.78906, 8.78906, 1027.83200, 0.64885, 0.96947, 1.10687, 29.85000, -8.40000, 59.85000, 32.39066, 3,5.74933,0.10841,0.06259,0,20, 
-323032,28.44039,27610,25.86058,106.28900,704.27167,27.29001,27614,28.42826,135.93600,704.00482,16.11328, 46.87500, 992.67572, -0.71756, 3.86260, 3.48092, 32.40000, -8.85000, 61.50000, 32.43858, 3,5.44695,0.10271,0.05930,0,20, 
