millis, UV [0-1023], BME_1_Temp, BME_1_Pres, BME_1_Hum, BME_1_Res, BME_1_Alt, BME_2_Temp, BME_2_Pres, BME_2_Hum, BME_2_Res, BME_2_Alt, Scaled. Acc.X, Scaled. Acc.Y, Scaled. Acc.Z, Gyr.X, Gyr.Y, Gyr.Z, Mag.X, Mag.Y, Mag.Z, Tmp, Radiation_count, counts_per_minute, uSvh, uSvhError, noiseCount, Ozone (PPB.), 
170999, 1,28.13265,27602,25.62827,113.36600,705.07495,27.20251,27607,27.84695,143.81400,704.62842,-13.18359, 2.92969, 1034.17970, -3.86260, 0.61069, -2.10687, 28.20000, -12.30000, 64.05000, 33.15742, 10,3.51712,0.06632,0.02097,0,20, 
172742, 0,28.12696,27602,25.65529,112.90500,705.07495,27.20125,27607,27.85808,142.70300,704.62842,-12.20703, 16.60156, 1041.01560, -1.54962, 2.96947, -0.88550, 27.75000, -12.90000, 64.65000, 33.10950, 10,3.48155,0.06565,0.02076,0,20, 
174482, 0,28.12254,27602,25.67691,111.47200,705.07495,27.19780,27607,27.89151,142.70300,704.62842,-19.04297, -4.88281, 1037.10940, -2.32061, 3.92366, -1.83206, 27.90000, -12.75000, 65.55000, 33.10950, 10,3.44673,0.06499,0.02055,0,20, 
176222, 1,28.12001,27602,25.75910,110.36700,704.98511,27.19623,27606,27.92510,141.36900,704.62842,-5.37109, 14.64844, 1033.69140, -1.96183, 1.94656, -1.32824, 27.90000, -13.80000, 64.35001, 33.10950, 10,3.41260,0.06435,0.02035,0,20, 
177965, 0,28.12128,27603,25.84713,110.07500,705.07495,27.19341,27607,28.00357,140.65100,704.62842,-12.69531, 7.32422, 1034.17970, -2.03817, 2.83206, -2.73282, 29.55000, -13.35000, 64.20000, 32.96574, 10,3.37914,0.06372,0.02015,0,20, 
179704, 0,28.12191,27601,25.92416,111.25000,705.16479,27.18651,27607,28.03112,142.33701,704.62842,-10.25391, -2.92969, 1037.10940, -2.83969, 3.29771, -2.37405, 29.25000, -13.35000, 63.45000, 33.06158, 10,3.34629,0.06310,0.01995,0,20, 
181447, 0,28.11906,27601,25.94045,112.98200,705.16479,27.17616,27606,28.03028,142.82600,704.71820,-0.97656, -2.44141, 1026.85550, -2.08397, 1.00000, -1.70992, 28.65000, -13.80000, 64.80000, 33.44496, 10,3.31413,0.06249,0.01976,0,20, 
183188, 0,28.11432,27601,25.90158,113.52000,705.16479,27.16675,27606,28.02952,143.19501,704.71820,-6.83594, 4.88281, 1039.55080, -0.55725, -1.05344, -1.86260, 28.05000, -14.40000, 64.20000, 33.15742, 10,3.28253,0.06190,0.01957,0,20, 
184931, 0,28.10769,27602,25.87358,112.90500,705.07495,27.15828,27606,28.02883,142.70300,704.71820,-8.30078, 6.83594, 1022.46090, 0.58015, 0.78626, -0.55725, 26.40000, -11.55000, 63.30000, 33.06158, 10,3.25159,0.06131,0.01939,0,20, 
186671, 0,28.10074,27602,25.85105,112.60100,705.07495,27.15765,27607,28.03440,143.44200,704.62842,-11.23047, -3.41797, 1032.22660, -2.23664, 3.41985, -0.51145, 29.55000, -14.10000, 64.65000, 33.06158, 10,3.22117,0.06074,0.01921,0,20, 
188413, 0,28.09790,27602,25.81786,113.28900,704.98511,27.16393,27607,28.04054,143.07201,704.54120,-11.23047, 6.34766, 1033.20310, 0.23664, 0.70992, 0.77099, 27.45000, -13.80000, 64.80000, 33.10950, 10,3.19135,0.06018,0.01903,0,20, 
190153, 0,28.09695,27602,25.81229,113.44300,705.07495,27.17020,27608,28.02979,142.70300,704.54120,-10.74219, -3.90625, 1034.17970, -0.22901, 3.93130, -0.95420, 27.15000, -12.00000, 65.55000, 33.10950, 10,3.16204,0.05963,0.01886,0,20, 
191896, 1,28.09631,27602,25.81774,112.60100,705.07495,27.17334,27608,28.03005,141.97200,704.54120,3.41797, -6.34766, 1040.03910, 0.01527, 4.32061, 0.74809, 24.90000, -18.90000, 60.45000, 32.77404, 10,3.13329,0.05908,0.01868,0,20, 
193636, 1,28.09663,27602,25.85074,112.07100,705.07495,27.17772,27607,28.05291,142.21500,704.54120,-20.99609, 1.95312, 1040.03910, -1.16031, 2.46565, -0.87023, 24.60000, -21.15000, 60.75000, 33.06158, 12,3.72609,0.07026,0.02028,0,20, 
195377, 1,28.09727,27602,25.87278,111.25000,705.07495,27.18118,27608,28.07569,140.77000,704.54120,-4.39453, -0.97656, 1025.87890, -2.88550, 3.51145, -1.48092, 26.40000, -20.40000, 61.80000, 32.96574, 12,3.69280,0.06963,0.02010,0,20, 
197118, 0,28.09979,27602,25.91147,111.69600,705.16479,27.18557,27607,28.10981,141.00900,704.54120,-11.23047, 2.92969, 1034.66800, -1.86260, 1.52672, -2.40458, 26.25000, -20.55000, 60.30000, 33.06158, 13,3.96515,0.07477,0.02074,0,20, 
198859, 0,28.10611,27601,25.94496,111.02700,705.16479,27.19027,27607,28.13833,140.65100,704.62842,-11.71875, -7.81250, 1033.69140, -2.59542, 2.82443, 0.99237, 24.90000, -20.70000, 59.70000, 33.10950, 13,3.93032,0.07411,0.02056,0,20, 
200602, 0,28.10990,27602,26.00027,110.44000,705.16479,27.19152,27606,28.18347,139.23700,704.71820,-8.30078, 2.44141, 1035.15630, -1.06107, -0.86260, 1.79389, 24.75000, -19.35000, 60.90000, 33.06158, 13,3.89620,0.07347,0.02038,0,20, 
202340, 0,28.11180,27602,26.06648,109.28200,705.16479,27.20439,27606,28.48325,130.59700,704.54120,-22.46094, -18.55469, 1022.94920, 1.93893, 3.41221, -0.67939, 24.90000, -21.90000, 60.45000, 33.10950, 13,3.86257,0.07283,0.02020,0,20, 
204083, 0,28.11591,27602,26.18247,108.21900,705.07495,27.24516,27611,30.18406,115.61100,704.00482,-3.90625, 13.18359, 1021.48430, 0.44275, 0.66412, 1.51145, 26.40000, -20.40000, 58.20000, 33.25327, 13,3.82961,0.07221,0.02003,0,20, 
205820, 0,28.12317,27602,26.29882,108.29000,705.16479,27.30256,27615,33.20745,107.39600,703.73798,-7.81250, 9.76563, 1029.29690, 1.37405, -1.52672, -0.04580, 24.30000, -20.55000, 60.60000, 32.91781, 13,3.79715,0.07160,0.01986,0,20, 
207561, 1,28.13297,27601,26.37131,107.93900,705.16479,Null, Null, Null, Null, Null, -19.04297, 4.39453, 1029.78520, -1.57252, 3.19847, -2.20611, 26.70000, -20.40000, 60.75000, 33.30119, 14,3.99369,0.07531,0.02013,0,21, 
212477, 1,28.07989,27601,26.62677,87.70700,705.16479,Null, Null, Null, Null, Null, -16.11328, 3.90625, 1028.80860, -3.64122, 3.00763, 0.82443, 24.75000, -19.80000, 59.55000, 33.15742, 14,3.90910,0.07371,0.01970,0,23, 
217030, 0,28.01133,27601,26.75412,81.85600,705.16479,Null, Null, Null, Null, Null, -18.06641, -61.52343, 1041.99220, -1.73282, 1.22901, -1.30534, 25.35000, -19.95000, 60.75000, 32.91781, 14,3.82773,0.07218,0.01929,0,26, 
221595, 1,27.96709,27601,26.91117,77.09100,705.16479,27.90913,27610,41.63152,172.10100,704.27167,-18.06641, -3.41797, 1034.17970, 1.10687, 1.26718, 1.01527, 25.65000, -21.15000, 60.00000, 33.10950, 14,3.79762,0.07161,0.01914,0,29, 
223336, 0,27.98953,27600,27.06258,89.78300,705.16479,28.08258,27611,40.87703,59.06400,704.18451,-10.74219, 4.39453, 1027.83200, -2.32061, 4.41985, -1.38931, 25.80000, -20.10000, 59.85000, 33.25327, 14,3.76793,0.07105,0.01899,0,33, 
225079, 0,28.04071,27602,27.13322,94.38600,705.07495,28.34478,27612,39.95236,77.95200,704.18451,-7.81250, -8.78906, 1037.59770, 1.51145, 0.96947, 2.04580, 24.60000, -22.20000, 59.70000, 33.10950, 14,3.73875,0.07050,0.01884,0,37, 
226819, 0,28.08431,27601,27.10895,98.21900,705.16479,28.55618,27612,38.60870,91.10900,704.09467,-6.34766, -10.25391, 1029.29690, 1.32061, 3.09160, 0.51908, 24.90000, -17.25000, 60.00000, 33.25327, 14,3.70999,0.06996,0.01870,0,42, 
228561, 0,28.11654,27601,27.02277,100.83000,705.07495,28.72304,27613,36.98884,97.85100,704.00482,-39.55078, -153.80859, 1012.69530, -1.20611, -2.66412, 0.35115, 25.05000, -21.00000, 60.60000, 33.06158, 14,3.68168,0.06942,0.01855,0,47, 
230301, 0,28.14308,27602,26.97498,100.40600,705.07495,28.84850,27613,35.42194,104.10100,704.00482,10.74219, -3.41797, 1026.36720, 0.16031, 3.58015, -0.87023, 31.20000, -17.70000, 65.55000, 33.25327, 14,3.65376,0.06890,0.01841,0,52, 
232044, 0,28.17941,27601,27.42765,96.01500,705.16479,28.94102,27613,33.97853,108.66000,704.09467,Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, 14,3.57908,0.06749,0.01804,0,55, 
236841, 0,28.17784,27602,31.57586,73.81700,704.98511,28.93977,27613,31.18348,93.88800,704.00482,Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, 15,3.75791,0.07086,0.01830,0,57, 
241639, 0,28.17088,27603,31.53515,72.72300,704.98511,28.88300,27612,29.56667,89.92700,704.09467,Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, 15,3.68409,0.06947,0.01794,1,59, 
246439, 0,28.17309,27602,29.65279,72.15700,705.07495,28.82341,27612,28.60100,88.49100,704.09467,Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Scaled. Acc.X, Scaled. Acc.Y, Scaled. Acc.Z, Gyr.X, Gyr.Y, Gyr.Z, Mag.X, Mag.Y, Mag.Z, Tmp, 16,3.84600,0.07252,0.01813,0,60, 
251755, 1,28.20374,27602,30.45443,65.27100,704.98511,28.75723,27612,28.09231,86.10700,704.18451,22.94922, -18.06641, 1024.90230, 2.61069, 0.93893, 6.74809, 30.15000, -18.00000, 63.75000, 33.49289, 16,3.81931,0.07202,0.01800,0,60, 
253498, 0,28.29031,27602,31.29997,76.73600,705.07495,28.75001,27612,27.93944,100.94100,704.18451,-21.48437, -32.22656, 1033.69140, -2.03817, 0.14504, 8.29771, 29.55000, -17.10000, 64.95000, 33.49289, 16,3.79306,0.07152,0.01788,0,60, 
255239, 0,28.38352,27603,31.59454,86.25600,704.98511,28.77730,27611,27.72199,109.44700,704.18451,-12.20703, -3.41797, 1037.59770, -1.77863, 4.59542, -0.35878, 30.30000, -18.30000, 63.45000, 33.44496, 16,3.76713,0.07104,0.01776,0,60, 
256982, 0,28.45650,27602,31.09209,92.06100,705.07495,28.79455,27611,27.53215,115.29100,704.18451,-11.71875, -1.46484, 1021.97260, -2.05344, 1.09160, -0.83969, 31.05000, -17.10000, 63.45000, 33.49289, 16,3.74161,0.07055,0.01764,0,60, 
258719, 0,28.51338,27602,30.35667,95.54000,704.98511,28.80459,27611,27.38689,117.65700,704.18451,-13.67187, -5.37109, 1028.32030, -0.61832, 4.51908, -2.43511, 31.20000, -17.70000, 64.80000, 33.25327, 16,3.71636,0.07008,0.01752,0,60, 
260462, 0,28.56077,27602,29.62966,95.90500,705.07495,28.80709,27611,27.26361,120.90900,704.18451,-9.27734, -11.23047, 1032.22660, -2.19084, 3.05344, -2.56489, 29.85000, -16.80000, 62.70000, 33.58873, 16,3.69148,0.06961,0.01740,0,61, 
262202, 1,28.59805,27602,29.00101,97.47300,705.07495,28.80490,27611,27.19053,121.26100,704.27167,-4.88281, -26.85547, 1016.11320, -4.64122, 1.82443, -3.19084, 29.55000, -16.80000, 64.65000, 33.44496, 17,3.89613,0.07347,0.01782,0,62, 
263945, 0,28.62933,27602,28.46425,95.19300,704.98511,28.79549,27610,27.12810,123.14800,704.27167,-33.69141, -915.03900, 907.22650, -1.51908, -1.39695, 10.35878, 31.65000, -15.00000, 63.75000, 33.34912, 17,3.87038,0.07298,0.01770,0,62, 
265686, 0,28.66788,27600,28.87749,92.57200,705.52148,28.78138,27610,27.07093,124.53100,704.27167,-67.38281, -7.81250, 1024.41410, 1.96183, -2.37405, 3.92366, 28.95000, -17.25000, 60.75000, 33.58873, 17,3.84499,0.07250,0.01758,0,60, 
267425, 1,28.70327,27594,29.95335,90.17100,705.78833,28.76946,27609,27.01397,125.56600,704.36151,Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, 18,3.99874,0.07540,0.01777,0,57, 
272232, 0,Null, Null, Null, Null, Null, 28.65812,27609,27.34700,92.42600,704.45135,Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, 19,4.10528,0.07741,0.01776,0,55, 
279838, 0,Null, Null, Null, Null, Null, 28.49816,27608,27.70486,81.22700,704.45135,Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, 19,3.99585,0.07535,0.01729,0,51, 
287447, 1,Null, Null, Null, Null, Null, 28.34259,27608,27.69783,77.95200,704.45135,Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Scaled. Acc.X, Scaled. Acc.Y, Scaled. Acc.Z, Gyr.X, Gyr.Y, Gyr.Z, Mag.X, Mag.Y, Mag.Z, Tmp, 19,3.93249,0.07415,0.01701,0,46, 
292040, 1,28.74244,27594,28.33911,37.82600,705.60870,28.26888,27607,27.60754,96.65600,704.71820,-10.74219, -8.78906, 1025.87890, -5.07634, 3.02290, 1.32061, 25.50000, -21.75000, 60.60000, 33.44496, 19,3.90898,0.07371,0.01691,1,42, 
293783, 0,28.84545,27597,29.40552,56.55500,705.34180,28.26763,27605,27.45582,108.73100,704.71820,-13.67187, 16.11328, 1036.13280, 1.92366, 0.48855, 3.35115, 25.50000, -19.80000, 62.10000, 33.44496, 19,3.88582,0.07327,0.01681,0,37, 
295521, 0,28.95350,27599,29.40915,71.05100,705.25195,28.28111,27606,27.31106,116.66600,704.62842,-17.57813, -4.39453, 1025.39060, 1.77863, -1.54198, -0.51145, 26.55000, -22.05000, 61.65000, 33.58873, 19,3.86289,0.07284,0.01671,0,32, 
297264, 2,29.03913,27600,28.85260,80.59100,705.25195,28.28802,27607,27.17152,120.73300,704.54120,-8.78906, -18.55469, 1029.29690, 0.96947, 1.76336, 0.70992, 26.70000, -20.40000, 61.80000, 33.49289, 19,3.84018,0.07241,0.01661,0,29, 
299009, 0,29.09916,27599,28.21745,86.79400,705.25195,28.29115,27607,27.07658,124.34500,704.54120,-17.57813, 5.85937, 1034.66800, -0.19847, 0.51908, 2.69466, 26.55000, -19.35000, 62.40000, 33.34912, 19,3.81777,0.07199,0.01652,0,27, 
