millis, UV [0-1023], BME_1_Temp, BME_1_Pres, BME_1_Hum, BME_1_Res, BME_1_Alt, BME_2_Temp, BME_2_Pres, BME_2_Hum, BME_2_Res, BME_2_Alt, Scaled. Acc.X, Scaled. Acc.Y, Scaled. Acc.Z, Gyr.X, Gyr.Y, Gyr.Z, Mag.X, Mag.Y, Mag.Z, Tmp, Radiation_count, counts_per_minute, uSvh, uSvhError, noiseCount, Ozone (PPB.), 
29280,28.51432,27613,29.01644,88.45000,704.00482,29.14960,27627,41.77317,76.87000,702.75769,14.16016, 1.95312, 1030.27340, -2.06870, 3.06870, -2.42748, 27.15000, -16.95000, 61.20000, 32.72612, 0,0.00000,0.00000,0.00000,0,170, 
46690,28.34434,27614,28.73785,94.78000,704.00482,29.06585,27629,40.28269,88.77400,702.57800,8.30078, 8.30078, 1032.71480, -0.35878, 0.38168, 2.10687, 26.10000, -16.50000, 62.25000, 32.77404, 0,0.00000,0.00000,0.00000,0,170, 
64070,28.25935,27614,28.43345,96.96300,703.91498,29.06491,27630,38.59682,95.82100,702.49078,23.92578, -16.11328, 1036.62110, 1.33588, -1.02290, -0.12977, 27.30000, -16.35000, 60.30000, 32.43858, 0,0.00000,0.00000,0.00000,0,167, 
81460,28.21606,27615,28.11647,98.74200,703.91498,29.09377,27630,36.79971,101.74400,702.57800,0.00000, 15.13672, 1028.32030, 0.14504, 1.61069, 2.85496, 26.40000, -16.95000, 61.50000, 32.72612, 0,0.00000,0.00000,0.00000,0,156, 
98880,28.19079,27615,27.82961,101.01300,703.91498,29.13015,27629,35.15963,106.36500,702.57800,12.69531, 9.76563, 1032.71480, -1.32061, 1.61069, -2.92366, 25.50000, -17.55000, 61.65000, 32.91781, 0,0.00000,0.00000,0.00000,0,145, 
116271,28.18383,27616,27.57826,102.06400,703.82776,29.15054,27629,33.62886,111.42700,702.66785,24.90234, 4.88281, 1033.20310, -1.07634, 3.41221, -0.19084, 26.10000, -18.90000, 60.75000, 32.77404, 0,0.00000,0.00000,0.00000,0,131, 
133701,28.18352,27616,27.36681,103.00900,703.82776,29.16810,27629,32.31060,113.17200,702.66785,20.01953, -7.81250, 1044.43360, -0.95420, 1.22901, -1.33588, 25.05000, -16.35000, 60.90000, 32.58235, 0,0.00000,0.00000,0.00000,0,118, 
151090,28.18478,27617,27.17802,104.42700,703.82776,29.18473,27628,31.28066,114.97200,702.66785,10.25391, 11.23047, 1018.55460, -2.41221, 2.84733, 0.90076, 26.40000, -17.25000, 61.20000, 32.72612, 0,0.00000,0.00000,0.00000,0,106, 
168500,28.18763,27616,27.02288,104.55800,703.82776,29.20041,27629,30.50455,113.63600,702.57800,13.67187, 4.88281, 1027.83200, -1.16031, 4.42748, -2.12214, 28.80000, -17.10000, 61.65000, 32.82197, 0,0.00000,0.00000,0.00000,0,96, 
185900,28.19426,27616,26.91808,102.75500,703.82776,29.22675,27630,30.93837,104.49400,702.57800,31.25000, 9.27734, 1016.11320, -1.39695, 5.26718, -1.86260, 25.65000, -15.75000, 61.20000, 33.06158, 0,0.00000,0.00000,0.00000,0,88, 
203320,28.20532,27616,26.93004,103.90700,703.91498,29.25373,27630,32.51645,103.13200,702.57800,8.30078, 18.55469, 1037.59770, -1.44275, 1.76336, -2.56489, 27.75000, -17.55000, 61.35000, 32.72612, 0,0.00000,0.00000,0.00000,0,82, 
220722,28.21575,27615,26.93087,104.10100,703.91498,29.28729,27630,33.77117,102.81300,702.57800,15.13672, 9.76563, 1022.46090, -0.58015, 3.97710, -2.41985, 27.75000, -17.10000, 59.55000, 32.72612, 0,0.00000,0.00000,0.00000,0,77, 
238101,28.22807,27615,26.89859,104.75500,703.91498,29.33841,27630,34.75425,99.37200,702.49078,8.30078, 11.71875, 1020.01950, -1.42748, 2.59542, -1.57252, 28.50000, -16.80000, 59.55000, 32.77404, 0,0.00000,0.00000,0.00000,0,73, 
255510,28.23818,27615,26.86061,105.68300,704.00482,29.40240,27632,36.64612,95.28700,702.04425,32.22656, 16.60156, 1030.76170, -1.82443, 2.62595, -4.26718, 26.70000, -16.95000, 61.20000, 32.82197, 0,0.00000,0.00000,0.00000,0,69, 
272890,28.24734,27615,26.82256,106.01900,703.91498,29.48990,27643,38.90955,91.10900,701.42065,10.74219, 9.76563, 1028.80860, 5.54962, 3.06870, -0.29771, 27.30000, -18.30000, 60.60000, 32.82197, 0,0.00000,0.00000,0.00000,0,65, 
290290,28.25714,27615,26.73475,106.83400,703.91498,8.30078, 15.13672, 1019.04290, -2.31298, 3.72519, -4.62595, 27.00000, -16.80000, 59.85000, 32.82197, 0,0.00000,0.00000,0.00000,0,63, 
335800,28.20469,27615,26.70295,89.49400,703.91498,18.55469, 16.60156, 1036.62110, -2.25191, 2.14504, -2.88550, 29.70000, -16.20000, 61.50000, 32.82197, 0,0.00000,0.00000,0.00000,0,60, 
