millis, UV [0-1023], BME_1_Temp, BME_1_Pres, BME_1_Hum, BME_1_Res, BME_1_Alt, BME_2_Temp, BME_2_Pres, BME_2_Hum, BME_2_Res, BME_2_Alt, Scaled. Acc.X, Scaled. Acc.Y, Scaled. Acc.Z, Gyr.X, Gyr.Y, Gyr.Z, Mag.X, Mag.Y, Mag.Z, Tmp, Radiation_count, counts_per_minute, uSvh, uSvhError, noiseCount, Ozone (PPB.), 
19957, 1,32.56718,32279,34.73881,22.14300,296.33365,29.99550,32292,39.41499,31.30400,295.39038,20.50781, 635.74219, -736.32806, 70.89313, -4.26718, 8.09160, -7.35000, 49.65000, -1.05000, 35.07434, 0,0.00000,0.00000,0.00000,1,0, 
21698, 0,32.57444,32281,34.74543,23.22800,296.33365,29.99770,32292,39.46398,32.96600,295.39038,-11.23047, 642.08984, -780.27338, 0.65649, -1.35115, -2.51908, -7.95000, 47.10000, -3.45000, 34.88265, 0,0.00000,0.00000,0.00000,1,0, 
23442, 1,32.58108,32281,34.72253,24.37800,296.33365,30.00679,32290,39.51986,34.67000,295.39038,23.92578, 953.61322, -202.63670, -7.83206, 13.77863, -21.16031, -8.10000, 45.75000, 28.65000, 34.93057, 0,0.00000,0.00000,0.00000,1,1, 
25188, 3,32.58108,32281,34.72843,25.43200,296.33365,30.00711,32291,39.58089,36.20800,295.39038,-35.15625, 1012.20700, -116.21093, -5.97710, 9.08397, -9.90076, -9.15000, 44.55000, 35.55000, 34.93057, 0,0.00000,0.00000,0.00000,1,2, 
26932, 2,32.58329,32280,34.72276,26.44700,296.50540,29.99989,32291,39.56179,37.78700,295.39038,-107.91015, 880.37103, -368.16403, 31.27481, 8.82443, -29.74809, 0.90000, 47.85000, 20.85000, 35.07434, 0,0.00000,0.00000,0.00000,1,3, 
28678, 0,32.58740,32279,34.74086,27.25800,296.41821,29.99707,32291,39.50050,39.28600,295.47757,-99.12109, 968.74994, -245.60545, 1.66412, 2.22137, 7.80916, -4.80000, 47.25000, 27.15000, 34.93057, 0,0.00000,0.00000,0.00000,1,4, 
30419, 2,32.59467,32280,34.74159,28.35000,296.41821,29.97198,32291,39.44895,40.74800,295.39038,-67.38281, 907.22650, -331.05466, -3.25191, 3.03053, -4.74046, -2.40000, 49.35000, 22.65000, 35.07434, 0,0.00000,0.00000,0.00000,1,5, 
32165, 2,32.59972,32278,34.73621,29.24400,296.50540,29.94500,32291,39.51913,41.98100,295.47757,-22.94922, 846.67963, -349.60934, 45.12977, 14.84733, 27.50382, 0.60000, 48.90000, 17.70000, 35.07434, 0,0.00000,0.00000,0.00000,1,6, 
33909, 0,32.60446,32279,34.73669,30.02100,296.41821,29.92305,32291,39.63869,43.20200,295.47757,-193.35936, 961.91400, -247.55858, -20.92366, -11.82443, -7.93893, 2.55000, 47.70000, 30.15000, 35.21811, 0,0.00000,0.00000,0.00000,1,7, 
35655, 2,32.60825,32280,34.74297,30.95600,296.50540,29.91050,32290,39.80823,44.40100,295.47757,-192.87108, 973.14447, -174.31639, -8.40458, -12.48092, 1.87786, 1.35000, 46.95000, 31.50000, 34.93057, 0,0.00000,0.00000,0.00000,1,7, 
37398, 0,32.60857,32279,34.71942,31.78100,296.33365,29.88478,32290,40.01316,45.56800,295.39038,-188.96483, 1003.90620, -95.21484, -3.02290, 1.64122, -2.88550, 1.05000, 43.80000, 34.50000, 35.02642, 0,0.00000,0.00000,0.00000,1,8, 
39142, 1,32.60320,32280,34.72478,32.44700,296.41821,29.85906,32291,40.17547,46.69300,295.47757,-226.56248, 957.03119, -112.79296, -6.79389, -1.19847, -1.04580, 3.75000, 43.35000, 34.20000, 35.40980, 0,0.00000,0.00000,0.00000,1,9, 
40888, 2,32.59593,32279,34.74761,33.30100,296.41821,29.84558,32290,40.34543,47.19300,295.47757,-79.58984, 866.69916, -517.08984, 44.96183, -29.48855, 6.59542, 2.40000, 49.35000, 17.55000, 35.07434, 0,0.00000,0.00000,0.00000,1,10, 
42632, 1,32.58993,32279,34.76469,33.92400,296.50540,29.83962,32290,40.42443,48.65700,295.56210,-38.08594, 683.59369, -784.66791, 35.14504, -5.58015, -15.71756, -9.60000, 48.45000, 5.40000, 35.21811, 0,0.00000,0.00000,0.00000,1,11, 
44378, 1,32.58455,32280,34.76414,34.62700,296.41821,29.83836,32289,40.38138,49.64500,295.56210,44.43359, -302.73438, -1000.48820, 22.29008, 4.37405, 14.49618, 0.15000, 14.70000, -30.30000, 35.40980, 0,0.00000,0.00000,0.00000,1,12, 
46121, 1,32.58171,32280,34.78153,35.42000,296.33365,29.83868,32289,40.33852,50.61300,295.56210,-78.12500, -450.68356, -876.95306, 0.89313, 0.09924, -0.43511, 0.30000, 6.75000, -31.95000, 35.17019, 0,0.00000,0.00000,0.00000,1,13, 
47865, 3,32.58076,32280,34.79912,36.00000,296.41821,29.83335,32290,40.30117,51.42700,295.47757,-101.07421, 739.25775, -709.96088, -23.18321, -22.20611, -1.40458, -6.75000, 48.60000, 5.25000, 35.45773, 0,0.00000,0.00000,0.00000,1,14, 
49607, 0,32.57824,32279,34.80476,36.59900,296.41821,29.82425,32290,40.35530,52.63200,295.56210,60.54687, 252.44139, -869.14056, -29.30534, 7.77099, 24.78626, -6.00000, 42.45000, -12.45000, 35.07434, 0,0.00000,0.00000,0.00000,1,15, 
51353, 1,32.57665,32280,34.82818,37.38600,296.41821,29.82237,32290,40.46540,53.40900,295.56210,77.63672, 540.03906, -827.14838, -14.31298, -1.28244, -7.16031, -5.85000, 47.25000, -6.45000, 35.36188, 0,0.00000,0.00000,0.00000,1,16, 
53097, 0,32.57792,32280,34.84010,37.75800,296.41821,29.82676,32290,40.51496,54.24600,295.47757,42.48046, 590.82031, -799.80463, 0.29008, 5.06870, -2.44275, -4.95000, 48.30000, -4.80000, 35.55357, 0,0.00000,0.00000,0.00000,1,18, 
54843, 0,32.58013,32279,34.82853,38.31200,296.41821,29.83146,32289,40.52162,55.00000,295.56210,25.39062, 573.24219, -817.87103, 1.59542, 2.29771, -0.19847, -10.05000, 47.55000, -5.55000, 35.07434, 0,0.00000,0.00000,0.00000,1,20, 
56587, 0,32.58645,32280,34.84686,38.91900,296.41821,29.83774,32289,40.48553,55.92500,295.56210,33.69141, 583.00781, -788.08588, 3.20611, -0.27481, -1.63359, -9.60000, 46.20000, -5.70000, 35.21811, 0,0.00000,0.00000,0.00000,1,23, 
58330, 0,32.59403,32280,34.84763,39.32200,296.33365,29.84401,32289,40.42492,56.80400,295.56210,-131.83594, 483.39841, -753.41791, 0.07634, 13.15267, 0.13740, -9.60000, 47.25000, -5.40000, 35.55357, 0,0.00000,0.00000,0.00000,1,28, 
60077, 0,32.60035,32279,34.87186,40.00000,296.41821,29.85091,32289,40.35215,57.51100,295.56210,-39.55078, 738.28119, -834.47260, 19.17557, 31.17557, -32.68702, -10.50000, 44.85000, -5.25000, 35.45773, 0,0.00000,0.00000,0.00000,1,33, 
61819, 0,32.60825,32280,34.86677,40.54400,296.41821,29.86001,32289,40.26741,58.44100,295.56210,28.80859, 620.11719, -803.71088, 3.90076, 2.51908, 3.16794, -8.25000, 45.90000, -4.80000, 35.36188, 0,0.00000,0.00000,0.00000,1,41, 
63566, 0,32.61836,32280,34.86779,40.98100,296.33365,29.86753,32289,40.19478,58.93800,295.56210,58.59375, 597.65625, -784.66791, -1.59542, -4.98473, -3.19084, -10.05000, 45.90000, -5.85000, 35.55357, 0,0.00000,0.00000,0.00000,1,51, 
65307, 0,32.62815,32279,34.88058,41.30600,296.41821,29.87694,32290,40.11627,59.87200,295.56210,21.97265, 545.89844, -799.80463, 3.29771, 4.51908, -1.17557, -7.95000, 47.10000, -4.50000, 35.45773, 0,0.00000,0.00000,0.00000,1,62, 
67054, 0,32.64048,32279,34.89954,41.63500,296.41821,29.88823,32289,40.08082,60.39400,295.64932,41.01562, 577.14844, -838.37885, -0.64885, 1.70229, -3.22137, -6.75000, 47.10000, -4.05000, 35.55357, 0,0.00000,0.00000,0.00000,1,74, 
68795, 0,32.65312,32280,34.90082,42.43900,296.41821,29.89953,32289,40.05149,61.37500,295.64932,76.66016, 575.68359, -806.15228, -0.58015, 5.03817, -4.03053, -7.65000, 46.50000, -4.35000, 35.55357, 0,0.00000,0.00000,0.00000,1,85, 
70542, 0,32.66765,32280,34.90230,42.74300,296.41821,29.91239,32289,40.02846,61.74000,295.47757,71.28906, 966.79681, 297.36328, -4.05344, 5.56489, -11.04580, -6.75000, 33.75000, 48.00000, 35.74526, 0,0.00000,0.00000,0.00000,1,97, 
72285, 5,32.68124,32279,34.90368,42.96300,296.41821,29.92148,32290,40.01725,62.48300,295.47757,68.84766, 926.26947, 242.18748, 0.71756, 1.35878, 1.78626, -4.80000, 34.65000, 46.80000, 35.26603, 0,0.00000,0.00000,0.00000,1,108, 
74032, 5,32.69609,32280,34.91109,43.59100,296.41821,29.92587,32290,40.02385,62.86100,295.56210,110.83984, 957.03119, 307.12891, -0.35115, 0.89313, 1.05344, -4.95000, 34.05000, 47.70000, 35.21811, 0,0.00000,0.00000,0.00000,1,119, 
75774, 4,32.71062,32279,34.91847,43.86600,296.41821,29.93246,32291,40.04905,63.53300,295.47757,116.21093, 998.53510, 346.67966, 0.11450, 0.12214, -4.86260, -3.60000, 34.35000, 46.80000, 35.69734, 0,0.00000,0.00000,0.00000,1,129, 
77518, 5,32.72485,32280,34.93171,44.19100,296.33365,29.94030,32290,40.07440,63.82600,295.47757,250.97655, 1289.06240, 401.85544, -1.97710, 7.57252, -6.54198, -14.55000, 39.90000, 39.00000, 35.60149, 0,0.00000,0.00000,0.00000,1,139, 
79264, 4,32.73780,32280,34.92713,44.66300,296.41821,29.94940,32289,40.10601,64.67000,295.56210,102.53905, 993.65228, 357.91013, 8.32061, -5.79389, -3.13740, -13.20000, 37.80000, 40.65000, 35.45773, 0,0.00000,0.00000,0.00000,1,147, 
81008, 2,32.75107,32279,34.93438,45.00000,296.41821,29.96069,32289,40.11339,65.38200,295.47757,23.92578, 696.77728, 436.52341, -13.09924, 7.89313, 7.78626, -15.15000, 38.10000, 38.85000, 35.88903, 0,0.00000,0.00000,0.00000,1,155, 
82753, 3,32.76402,32279,34.93570,45.34200,296.41821,29.97135,32290,40.10847,65.64000,295.39038,76.17188, 985.83978, 292.96875, -1.70992, 3.61832, -3.07634, -14.85000, 38.70000, 40.05000, 35.60149, 0,0.00000,0.00000,0.00000,1,162, 
84496, 4,32.77603,32278,34.93693,45.63900,296.50540,29.98233,32291,40.08521,66.05800,295.39038,91.30859, 970.70306, 290.03906, -4.99237, 1.15267, -0.59542, -13.05000, 37.20000, 37.95000, 35.55357, 0,0.00000,0.00000,0.00000,1,169, 
86243, 4,32.78898,32278,34.93234,45.79000,296.41821,29.99425,32291,40.03761,66.48000,295.47757,107.42187, 959.47260, 263.67188, 0.80153, 10.85496, 2.90840, -21.00000, 37.80000, 37.35000, 35.74526, 0,0.00000,0.00000,0.00000,1,175, 
87986, 4,32.80226,32279,34.92779,46.19500,296.41821,30.00397,32290,39.97753,67.07000,295.47757,-109.86327, 897.94916, 251.95311, 4.22901, 4.48855, -5.94656, -18.45000, 38.10000, 38.40000, 35.69734, 0,0.00000,0.00000,0.00000,1,180, 
89733, 4,32.81426,32279,34.93491,46.34900,296.50540,30.01118,32290,39.92942,67.72600,295.47757,-4.88281, 932.61713, 272.46094, -7.60305, 8.64886, -10.50382, -18.45000, 39.30000, 36.60000, 35.69734, 0,0.00000,0.00000,0.00000,1,184, 
91476, 2,32.82564,32278,34.93017,46.81600,296.41821,30.01558,32290,39.89935,68.11500,295.56210,196.28905, 990.23431, 383.30075, 0.61069, -0.58779, -0.08397, -16.05000, 38.70000, 37.95000, 35.74526, 0,0.00000,0.00000,0.00000,1,187, 
93219, 4,32.83765,32279,34.93139,47.02500,296.41821,30.01965,32290,39.86924,68.67700,295.47757,54.19921, 943.35931, 282.22656, -2.46565, 8.36641, 2.53435, -18.45000, 36.60000, 38.10000, 35.93695, 0,0.00000,0.00000,0.00000,1,186, 
94966, 4,32.84807,32279,34.91475,47.21100,296.50540,30.02342,32291,39.86355,69.25000,295.47757,121.58202, 952.63666, 306.64063, -3.47328, -2.49618, -2.22901, -19.35000, 39.90000, 39.30000, 35.74526, 0,0.00000,0.00000,0.00000,1,185, 
96710, 3,32.85976,32278,34.90413,47.56100,296.58997,30.02969,32290,39.89481,69.71400,295.47757,91.30859, 974.60931, 274.41406, 4.77099, 0.23664, 2.51145, -10.35000, 34.65000, 45.00000, 36.08072, 0,0.00000,0.00000,0.00000,1,180, 
98456, 3,32.87114,32278,34.91119,47.83300,296.50540,30.03722,32289,39.90788,69.83100,295.47757,129.39453, 729.00385, 87.89062, -3.80916, 2.64122, 6.45038, -5.85000, 35.85000, 45.30000, 35.93695, 0,0.00000,0.00000,0.00000,1,174, 
100198, 4,32.88314,32279,34.91241,48.13700,296.41821,30.04820,32289,39.94577,70.12600,295.56210,103.51562, 929.68744, 288.08594, 1.01527, -1.18321, 5.93893, -4.95000, 36.00000, 46.95000, 36.12864, 0,0.00000,0.00000,0.00000,1,166, 
101944, 4,32.89326,32279,34.91345,48.30400,296.50540,30.05635,32288,39.97113,70.48300,295.64932,94.72655, 985.83978, 317.38281, 1.37405, -1.12977, 1.97710, -17.85000, 35.25000, 39.00000, 35.74526, 0,0.00000,0.00000,0.00000,1,157, 
103688, 5,32.90400,32279,34.91454,48.67000,296.41821,30.06074,32289,39.98998,70.72300,295.56210,115.23437, 927.73431, 180.17577, 2.29771, 3.74046, 3.18321, -17.70000, 35.10000, 38.10000, 35.93695, 0,0.00000,0.00000,0.00000,1,149, 
105434, 5,32.91506,32280,34.90976,48.78400,296.33365,30.06200,32290,39.95343,71.57500,295.47757,187.49998, 982.91010, 328.12497, 1.85496, -0.96947, -0.27481, -15.30000, 31.05000, 44.85000, 35.79318, 0,0.00000,0.00000,0.00000,1,139, 
107177, 4,32.92675,32279,34.89324,49.10000,296.50540,30.06764,32290,39.93571,72.25900,295.56210,64.45313, 908.69135, 350.09763, 3.20611, -0.44275, 0.40458, -17.40000, 36.60000, 37.65000, 35.69734, 0,0.00000,0.00000,0.00000,1,130, 
108923, 4,32.93907,32279,34.90040,49.39100,296.33365,30.07580,32289,39.88772,72.32200,295.56210,95.21484, 964.35541, 304.68750, 1.06870, 0.83206, 4.05344, -15.60000, 36.45000, 36.75000, 35.88903, 0,0.00000,0.00000,0.00000,1,121, 
110667, 4,32.95108,32279,34.89573,49.62600,296.50540,30.08270,32288,39.85793,72.51200,295.56210,124.51171, 957.03119, 306.15234, -2.74046, 1.48855, -3.58015, -17.70000, 36.15000, 37.65000, 36.22449, 0,0.00000,0.00000,0.00000,1,114, 
112411, 4,32.96151,32278,34.89088,49.62600,296.50540,30.08834,32288,39.82800,72.63800,295.56210,95.21484, 910.64447, 202.14842, -0.75573, -1.03053, 0.25954, -18.30000, 36.75000, 36.75000, 36.08072, 0,0.00000,0.00000,0.00000,1,106, 
114157, 4,32.97099,32279,34.89185,49.95300,296.41821,30.09713,32289,39.82287,73.47300,295.47757,135.74219, 959.47260, 295.41016, -0.40458, -0.59542, 3.58779, -15.15000, 36.15000, 38.40000, 36.12864, 0,0.00000,0.00000,0.00000,1,100, 
115899, 5,32.98109,32279,34.88697,50.22300,296.41821,30.10434,32289,39.75647,73.53800,295.56210,48.33984, 957.03119, 320.31250, -2.25191, -1.04580, 0.61069, -15.90000, 37.80000, 38.40000, 35.93695, 0,0.00000,0.00000,0.00000,1,94, 
117643, 3,32.99310,32279,34.88820,50.61900,296.41821,30.11030,32289,39.70218,73.79900,295.56210,75.68359, 945.80072, 295.89844, -2.30534, 2.76336, -1.19084, -16.05000, 36.45000, 38.25000, 36.08072, 0,0.00000,0.00000,0.00000,1,88, 
119387, 5,33.00385,32278,34.87748,50.80400,296.58997,30.11908,32288,39.65431,74.32700,295.47757,136.71875, 982.42181, 322.75388, -1.37405, 1.51908, -1.78626, -16.80000, 34.95000, 39.75000, 36.12864, 0,0.00000,0.00000,0.00000,1,83, 
121134, 4,33.01427,32277,34.87855,50.92800,296.58997,30.12629,32289,39.60629,74.66100,295.56210,29.78515, 959.47260, 276.85547, -1.64885, -0.79389, 8.54198, -15.30000, 37.50000, 39.30000, 36.22449, 0,0.00000,0.00000,0.00000,1,79, 
122876, 3,33.02628,32278,34.87387,51.08400,296.58997,30.13163,32288,39.55196,74.39400,295.56210,76.66016, 930.17572, 350.58591, -1.98473, 5.66412, -5.95420, -14.70000, 35.85000, 37.05000, 35.93695, 0,0.00000,0.00000,0.00000,1,74, 
124623, 3,33.03797,32279,34.87505,51.39900,296.41821,30.13853,32289,39.52833,74.66100,295.47757,94.72655, 982.42181, 283.69141, 2.81679, 0.26718, 1.24427, -15.60000, 36.75000, 39.00000, 36.12864, 0,0.00000,0.00000,0.00000,1,69, 
126367, 4,33.05124,32279,34.87641,51.46200,296.41821,30.14480,32289,39.50462,74.72800,295.47757,146.48438, 963.86713, 304.68750, -0.15267, -7.90840, -1.62595, -15.15000, 35.85000, 38.85000, 36.22449, 0,0.00000,0.00000,0.00000,1,64, 
128236, 3,33.05503,32278,34.87089,50.95900,296.50540,30.14260,32289,39.49218,74.32700,295.56210,79.58984, 956.54291, 315.42969, 3.92366, 0.45038, 3.74809, -13.80000, 37.20000, 37.95000, 36.22449, 0,0.00000,0.00000,0.00000,1,60, 
129980, 3,33.06483,32278,34.87188,51.55800,296.50540,30.14825,32290,39.48671,74.86300,295.47757,74.70703, 933.59369, 299.31641, 2.24427, -2.99237, -4.90076, -13.05000, 37.50000, 37.20000, 35.98487, 0,0.00000,0.00000,0.00000,1,56, 
131722, 3,33.08094,32279,34.84992,51.91000,296.50540,30.15734,32289,39.48161,75.33800,295.47757,67.38281, 961.91400, 289.55078, -0.01527, 1.01527, -0.20611, -13.65000, 36.60000, 38.40000, 35.98487, 0,0.00000,0.00000,0.00000,1,52, 
133468, 3,33.09516,32278,34.85726,52.17000,296.50540,30.16707,32290,39.45830,75.95700,295.56210,112.30468, 984.37494, 317.38281, -0.96947, 3.13740, -3.42748, -15.15000, 38.10000, 38.85000, 36.32034, 0,0.00000,0.00000,0.00000,1,49, 
135212, 3,33.10843,32279,34.85862,52.30100,296.41821,30.17523,32289,39.42872,76.09600,295.56210,86.42577, 931.15228, 335.44919, 1.58779, 1.16031, 1.38168, -14.85000, 35.25000, 38.55000, 36.32034, 0,0.00000,0.00000,0.00000,1,46, 
136955, 3,33.12075,32279,34.85397,52.30100,296.41821,30.18432,32288,39.39924,76.37600,295.64932,72.26563, 940.91791, 286.13281, -2.90076, 1.38931, 2.32824, -15.15000, 37.05000, 39.15000, 36.27241, 0,0.00000,0.00000,0.00000,1,43, 
138699, 3,33.13245,32280,34.85516,52.76400,296.41821,30.19184,32288,39.36960,76.79900,295.56210,79.58984, 953.61322, 311.03516, -0.95420, 1.68702, -5.64885, -13.95000, 35.10000, 38.10000, 36.32034, 0,0.00000,0.00000,0.00000,1,41, 
140446, 4,33.14351,32279,34.83858,52.66400,296.50540,30.19875,32288,39.35817,76.94100,295.56210,86.91405, 969.23822, 286.13281, -3.46565, 2.62595, 1.64122, -12.90000, 38.10000, 36.60000, 36.22449, 0,0.00000,0.00000,0.00000,1,38, 
142189, 3,33.15551,32279,34.83390,53.03200,296.41821,30.20408,32288,39.33439,77.01300,295.64932,116.21093, 1000.97650, 285.64453, -1.17557, 2.64885, 2.72519, -15.30000, 36.45000, 36.00000, 36.41618, 0,0.00000,0.00000,0.00000,1,36, 
143936, 3,33.16689,32278,34.82325,53.13400,296.50540,30.21161,32288,39.31085,77.37100,295.64932,90.82030, 960.93744, 298.82813, 3.06107, 0.92366, -2.49618, -12.90000, 37.05000, 37.35000, 36.27241, 0,0.00000,0.00000,0.00000,1,34, 
145678, 2,33.17921,32279,34.81270,53.30300,296.50540,30.21819,32288,39.30548,77.66000,295.56210,78.61328, 963.37885, 302.24609, -3.12214, 0.88550, -2.78626, -13.65000, 37.80000, 38.40000, 36.41618, 0,0.00000,0.00000,0.00000,1,32, 
147421, 3,33.19154,32279,34.81985,53.40600,296.41821,30.22478,32288,39.28794,77.51500,295.56210,120.11718, 945.31244, 262.69531, 0.16031, -1.54198, 4.02290, -13.05000, 36.45000, 37.95000, 36.32034, 0,0.00000,0.00000,0.00000,1,29, 
149168, 3,33.20291,32280,34.81511,53.47400,296.33365,30.23168,32289,39.27042,77.95200,295.56210,87.40234, 951.17181, 291.50391, -1.38931, 2.23664, -0.79389, -15.15000, 35.10000, 40.95000, 36.32034, 0,0.00000,0.00000,0.00000,1,27, 
150912, 3,33.21555,32280,34.81050,53.75000,296.41821,30.23764,32289,39.28326,77.95200,295.56210,65.91797, 981.93353, 293.94531, -4.41221, -0.41985, 5.31298, -14.40000, 37.80000, 37.05000, 36.12864, 0,0.00000,0.00000,0.00000,1,25, 
152657, 2,33.22692,32279,34.80575,53.64600,296.41821,30.24266,32288,39.27163,78.39300,295.64932,119.62890, 959.47260, 297.36328, -1.48855, 0.10687, -0.35115, -14.85000, 36.45000, 37.20000, 36.22449, 0,0.00000,0.00000,0.00000,1,24, 
154395, 3,33.24083,32278,34.79536,53.88900,296.41821,30.24862,32287,39.27229,78.24500,295.73386,4.39453, 923.33978, 257.81250, 3.80153, 2.12214, -1.68702, -14.85000, 37.95000, 37.50000, 36.22449, 0,0.00000,0.00000,0.00000,1,22, 
156141, 4,33.25156,32278,34.79055,53.85400,296.50540,30.25238,32287,39.24834,78.83900,295.73386,80.07813, 938.96478, 325.68356, 1.01527, -2.93130, -3.26718, -13.50000, 37.50000, 37.20000, 36.32034, 0,0.00000,0.00000,0.00000,1,21, 
157885, 3,33.26263,32278,34.78578,54.09800,296.50540,30.25772,32288,39.25502,78.83900,295.64932,26.36719, 970.21478, 258.78906, -0.05344, 3.08397, -0.10687, -14.40000, 37.80000, 36.60000, 36.32034, 0,0.00000,0.00000,0.00000,0,20, 
159630, 3,33.27400,32278,34.78103,54.34500,296.50540,30.26304,32289,39.24951,78.69000,295.56210,128.41797, 973.14447, 278.80859, 1.54198, 1.08397, 3.12977, -14.40000, 37.35000, 38.40000, 36.22449, 0,0.00000,0.00000,0.00000,0,20, 
161373, 4,33.28443,32279,34.77029,54.48700,296.50540,30.26775,32288,39.23176,79.21400,295.64932,50.78125, 930.17572, 315.42969, -9.57252, -6.23664, 12.00763, -8.25000, 35.25000, 40.80000, 36.51202, 0,0.00000,0.00000,0.00000,0,20, 
163119, 3,33.29644,32278,34.77741,54.59400,296.58997,30.27308,32288,39.22017,79.06400,295.73386,70.31250, 1001.95310, 302.24609, -3.06870, 0.38931, -0.41221, -14.25000, 35.70000, 38.25000, 36.32034, 0,0.00000,0.00000,0.00000,0,20, 
164861, 4,33.30750,32277,34.76674,54.66500,296.58997,30.27716,32287,39.21452,79.29000,295.64932,62.01171, 986.32806, 290.03906, 0.89313, 12.39695, 8.65649, -13.20000, 35.85000, 39.15000, 36.60787, 0,0.00000,0.00000,0.00000,0,20, 
166604, 4,33.31824,32277,34.76783,54.70100,296.58997,30.28186,32288,39.19069,79.59400,295.64932,92.77343, 971.67963, 285.15625, -0.59542, 3.52672, -4.11450, -12.45000, 36.60000, 39.45000, 36.27241, 0,0.00000,0.00000,0.00000,0,20, 
168349, 4,33.32898,32277,34.76892,54.91700,296.58997,30.28531,32288,39.23978,79.59400,295.64932,77.14844, 933.10541, 300.78125, 0.47328, 2.03053, -2.49618, -10.05000, 36.45000, 38.55000, 36.65579, 0,0.00000,0.00000,0.00000,0,20, 
170092, 3,33.34035,32276,34.75828,55.06200,296.67450,30.28939,32288,39.30724,79.82300,295.64932,42.96875, 964.84369, 289.06250, -1.83206, 3.96947, 2.48855, -15.60000, 33.00000, 41.55000, 36.60787, 0,0.00000,0.00000,0.00000,0,20, 
171838, 3,33.35141,32276,34.75351,55.09800,296.58997,30.29441,32287,39.35044,79.90000,295.73386,91.30859, 956.54291, 287.10938, 0.57252, -0.69466, 2.15267, -12.75000, 36.45000, 38.55000, 36.32034, 0,0.00000,0.00000,0.00000,0,20, 
173581, 3,33.36279,32277,34.73695,55.20800,296.58997,30.30005,32286,39.33278,80.05400,295.73386,115.23437, 930.17572, 253.41795, 3.87786, -2.15267, 0.61069, -12.45000, 37.05000, 36.60000, 36.75164, 0,0.00000,0.00000,0.00000,0,20, 
175326, 3,33.37416,32278,34.74401,55.24400,296.58997,30.30570,32287,39.29076,80.36300,295.73386,77.14844, 751.95306, 323.73044, 1.83969, 1.00763, -4.18321, -12.75000, 37.50000, 39.75000, 36.60787, 0,0.00000,0.00000,0.00000,0,20, 
