millis,bmetemp(*C),bmepres(Pa),bmehum(%),bmegas_res(KOhm),bmealt(m),accX (mg),accY (mg),accZ (mg),gyrX (deg/sec),gyrY (deg/sec),gyrZ (deg/sec),magX (uT),magY (uT),magZ (uT),UV [0-1023],radiation count,rad count per min,uSv/h,uSv/h error,noise events,ozone concentration,
265001,28.97,96362,12.66,53.03,421.56,-77.148,-3.418,1007.812,-0.779,-4.344,0.168,9.600,-16.800,60.300,0,17,3.85,0.07,0.02,0,20,
266578,28.98,96362,12.66,53.44,421.65,-58.594,-13.184,997.559,0.641,-7.092,3.252,9.600,-17.100,59.850,0,17,3.83,0.07,0.02,0,20,
268160,28.99,96361,12.67,52.86,421.65,-60.059,-14.160,1035.156,0.565,-1.595,-1.985,9.300,-16.500,61.500,0,17,3.81,0.07,0.02,0,20,
269736,28.99,96362,12.66,52.01,421.56,-82.031,12.695,1033.691,-1.519,0.618,-3.328,9.300,-16.500,60.450,0,17,3.78,0.07,0.02,0,20,
271313,29.00,96362,12.65,50.17,421.74,-98.633,9.766,1021.484,-2.870,1.908,-3.321,10.350,-15.150,58.800,0,17,3.76,0.07,0.02,0,20,
272890,29.00,96360,12.65,48.51,421.82,-134.277,60.059,1040.527,-11.382,10.130,2.779,9.900,-15.150,60.900,0,17,3.74,0.07,0.02,0,20,
274471,29.01,96360,12.63,47.88,421.82,-130.859,2.441,1028.809,-2.832,-3.267,-0.328,9.600,-15.900,58.800,0,17,3.72,0.07,0.02,0,20,
276048,29.02,96360,12.60,47.28,421.82,-117.676,-27.344,1024.902,1.443,-0.466,-4.832,9.750,-16.950,58.650,0,17,3.70,0.07,0.02,0,20,
277625,29.02,96360,12.58,47.10,421.82,-77.148,-2.930,1041.504,3.412,-0.046,-2.924,8.100,-15.150,58.800,0,17,3.68,0.07,0.02,0,20,
279201,29.03,96360,12.56,46.96,421.82,-125.488,19.043,1015.137,1.305,7.626,7.725,9.600,-17.850,59.850,0,17,3.66,0.07,0.02,0,20,
280791,29.03,96360,12.56,46.63,421.82,-100.586,-1.953,1014.160,-4.267,1.382,-2.962,9.600,-17.550,59.850,0,17,3.63,0.07,0.02,0,20,
282368,29.04,96360,12.53,46.63,421.74,-76.172,-2.441,1062.500,0.527,-0.527,0.198,7.650,-17.550,60.300,0,17,3.61,0.07,0.02,0,20,
283943,29.05,96361,12.54,46.16,421.74,-77.148,4.395,1003.906,7.084,3.092,0.786,9.900,-17.100,59.550,0,17,3.59,0.07,0.02,0,20,
285520,29.05,96360,12.54,45.66,421.82,-105.957,13.184,1032.715,1.412,2.183,-1.779,8.700,-15.450,60.450,0,17,3.57,0.07,0.02,0,20,
287099,29.06,96360,12.54,44.97,421.82,-41.992,-21.484,1033.691,0.855,9.267,-1.756,6.750,-15.000,60.450,0,17,3.55,0.07,0.02,0,20,
288676,29.07,96359,12.53,44.36,421.91,-155.762,-2.930,1046.875,7.481,-4.366,7.305,12.150,-16.800,59.100,0,17,3.54,0.07,0.02,0,20,
290253,29.07,96359,12.51,44.03,421.82,-179.687,-7.324,1016.601,4.458,-6.977,-3.298,13.650,-14.850,57.000,0,17,3.52,0.07,0.02,0,20,
291830,29.08,96360,12.53,44.26,421.82,-286.621,69.336,932.617,-11.481,8.214,-14.695,16.950,-12.900,53.700,0,17,3.50,0.07,0.02,0,20,
293411,29.08,96359,12.52,44.26,422.00,-219.238,113.770,1131.348,3.840,-5.863,-8.412,15.150,-10.950,57.750,0,17,3.48,0.07,0.02,0,20,
294988,29.09,96358,12.51,44.50,422.08,-183.594,25.879,1015.137,2.733,-4.275,-2.908,13.500,-13.050,58.200,0,17,3.46,0.07,0.02,0,20,
296565,29.09,96358,12.52,44.78,422.08,-248.535,77.148,1055.664,9.206,5.565,13.328,14.550,-13.500,57.150,0,18,3.64,0.07,0.02,0,20,
298142,29.10,96357,12.53,45.17,422.08,-153.320,155.762,991.211,-9.450,42.412,-8.878,13.500,-9.300,60.750,0,18,3.62,0.07,0.02,0,20,
299723,29.11,96358,12.53,45.12,422.00,-197.266,185.059,855.957,3.328,3.718,9.122,19.500,-6.450,54.750,1,18,3.61,0.07,0.02,0,20,
301300,29.11,96358,12.54,45.51,422.00,-394.531,305.176,981.445,27.985,9.573,20.153,23.400,-0.450,49.950,0,18,3.59,0.07,0.02,0,20,
302882,29.12,96358,12.55,45.76,422.00,-242.187,197.266,995.117,-15.557,-20.191,-4.115,20.700,0.000,54.450,0,18,3.57,0.07,0.02,0,20,
304521,29.11,96358,12.54,45.71,422.00,-67.383,216.309,970.215,12.702,-25.672,7.282,16.200,5.250,57.750,3,18,3.55,0.07,0.02,0,20,
306102,29.12,96359,12.56,46.01,422.08,-6.836,127.441,1011.719,-7.092,12.198,-5.412,15.450,10.200,55.800,0,18,3.53,0.07,0.02,0,20,
307679,29.13,96358,12.57,46.27,422.00,-171.875,209.473,974.121,10.725,2.992,7.565,18.600,14.700,52.350,0,18,3.51,0.07,0.02,0,20,
309256,29.14,96358,12.58,46.42,422.08,-34.668,167.969,1020.508,5.008,-3.626,-12.565,12.900,15.150,57.300,2,18,3.49,0.07,0.02,0,20,
310833,29.15,96357,12.59,46.68,422.17,27.832,108.887,1035.156,-1.573,5.855,1.015,13.650,10.200,58.350,0,18,3.48,0.07,0.02,0,20,
312412,29.16,96358,12.58,46.57,422.08,-31.738,-3.418,1078.125,-0.992,-3.679,0.527,16.950,3.300,59.850,0,18,3.46,0.07,0.02,0,20,
313989,29.16,96359,12.59,46.78,421.91,-43.945,0.488,938.965,13.527,-0.511,-2.534,15.300,3.600,61.200,0,18,3.44,0.06,0.02,0,20,
315564,29.17,96359,12.60,46.83,421.91,29.785,-58.594,1021.484,-12.939,-5.603,0.099,15.600,0.150,62.250,2,19,3.61,0.07,0.02,0,20,
317140,29.18,96359,12.61,46.78,421.91,-0.977,95.215,1166.992,19.397,-3.519,-7.107,16.050,8.100,60.750,0,19,3.60,0.07,0.02,0,20,
318722,29.18,96360,12.61,46.68,421.82,4.395,285.156,905.273,9.252,3.397,11.366,12.750,16.500,57.150,0,19,3.58,0.07,0.02,0,20,
320299,29.19,96359,12.62,46.73,421.91,185.059,345.215,801.758,11.595,-6.656,12.435,15.450,14.850,55.500,0,19,3.56,0.07,0.02,0,20,
321875,29.20,96359,12.63,46.68,422.00,-57.617,319.336,999.023,-12.595,5.275,14.206,16.350,15.000,54.900,0,19,3.54,0.07,0.02,0,20,
323452,29.20,96359,12.64,46.57,421.82,-30.762,223.633,971.191,27.893,-22.550,-13.351,17.100,22.200,49.500,1,19,3.53,0.07,0.02,0,20,
325031,29.21,96360,12.64,46.37,421.82,-100.098,410.156,948.730,4.672,-14.847,-4.382,17.400,25.500,49.350,0,19,3.51,0.07,0.02,0,20,
326608,29.22,96360,12.64,46.21,421.74,-159.668,313.965,990.234,10.313,-8.702,3.267,18.300,21.450,50.550,0,19,3.49,0.07,0.02,0,20,
328185,29.22,96360,12.65,46.27,421.91,-94.238,415.527,1017.090,-2.588,2.244,-9.000,14.550,26.100,49.950,0,19,3.48,0.07,0.02,0,20,
329762,29.23,96360,12.67,46.16,421.82,-157.715,392.578,945.312,2.313,9.412,-1.389,14.550,27.300,48.750,0,19,3.46,0.07,0.01,0,20,
331352,29.23,96361,12.67,46.06,421.82,-147.949,540.527,1005.859,-2.137,2.267,12.176,17.550,28.800,46.950,3,19,3.44,0.06,0.01,0,20,
332929,29.24,96361,12.68,45.76,421.65,-123.047,486.328,937.988,-3.679,10.855,-3.954,14.850,32.550,42.900,0,20,3.61,0.07,0.02,0,20,
334505,29.25,96361,12.70,45.66,421.82,76.660,315.918,1207.031,5.542,28.908,-24.511,16.800,31.050,44.400,0,20,3.59,0.07,0.02,0,20,
336082,29.26,96360,12.70,45.22,421.82,-159.668,497.559,894.043,-7.237,2.153,-9.084,16.800,31.800,40.500,0,20,3.57,0.07,0.02,0,20,
337662,29.27,96360,12.72,45.12,421.74,-396.973,-167.969,1048.828,-8.496,-13.748,28.985,23.250,-2.250,56.250,2,20,3.56,0.07,0.01,0,20,
339240,29.27,96361,12.73,44.64,421.74,514.160,174.805,868.652,1.649,4.573,1.664,-20.850,29.850,54.300,0,20,3.54,0.07,0.01,0,20,
340817,29.28,96361,12.74,44.26,421.74,497.070,227.539,879.883,2.519,2.145,0.015,-22.500,32.850,49.650,0,20,3.52,0.07,0.01,0,20,
342394,29.29,96362,12.73,44.22,421.82,425.781,215.820,1035.156,-11.916,15.405,-4.489,-14.250,31.500,57.150,0,20,3.51,0.07,0.01,0,20,
343975,29.29,96361,12.74,43.94,421.65,463.867,81.543,1034.180,-19.084,-17.260,-5.969,-11.250,26.100,60.750,0,20,3.49,0.07,0.01,0,20,
345553,29.30,96363,12.75,44.03,421.56,497.559,-84.961,955.078,-0.809,-12.061,-9.985,-14.250,18.000,64.050,0,20,3.47,0.07,0.01,0,20,
347130,29.31,96363,12.75,44.12,421.56,552.246,-126.465,848.144,2.855,4.718,1.695,-14.250,16.950,63.000,0,20,3.46,0.07,0.01,0,20,
348705,29.32,96363,12.75,43.85,421.65,500.977,-73.242,859.375,0.832,-0.427,3.405,-19.350,23.850,60.750,0,20,3.44,0.06,0.01,0,20,
350286,29.32,96361,12.76,43.75,421.74,572.266,-65.918,803.223,7.893,-0.198,-1.374,-21.450,22.050,59.850,0,20,3.43,0.06,0.01,0,20,
351861,29.33,96362,12.76,43.71,421.65,742.187,44.922,792.480,1.115,20.328,5.824,-26.400,24.600,56.400,0,20,3.41,0.06,0.01,0,20,
353438,29.34,96362,12.76,43.66,421.65,792.480,58.105,607.422,3.550,-2.534,0.878,-31.050,25.500,52.200,0,20,3.40,0.06,0.01,0,20,
355015,29.34,96363,12.76,43.53,421.56,772.949,59.082,681.641,10.176,19.908,-7.122,-31.050,26.250,54.000,0,20,3.38,0.06,0.01,0,20,
356596,29.35,96363,12.77,43.53,421.56,761.719,149.902,689.941,-1.366,6.504,-3.076,-31.350,27.450,54.000,0,20,3.37,0.06,0.01,0,20,
358173,29.36,96362,12.77,43.44,421.56,714.355,131.348,633.301,11.992,9.443,-8.290,-30.900,25.650,54.900,0,20,3.35,0.06,0.01,0,20,
359750,29.37,96363,12.79,43.30,421.56,615.723,28.320,758.789,10.466,6.679,-7.931,-24.900,23.400,57.900,0,20,3.34,0.06,0.01,0,20,
361327,29.37,96363,12.78,43.21,421.56,656.738,202.148,779.785,-1.176,2.092,12.969,-24.000,29.700,55.200,0,20,3.32,0.06,0.01,0,20,
362908,29.38,96362,12.80,43.17,421.56,617.676,125.977,642.090,-4.290,-10.672,-6.389,-28.800,25.500,54.450,0,20,3.31,0.06,0.01,0,20,
364485,29.39,96362,12.80,43.08,421.65,745.117,79.590,796.387,5.702,-2.870,5.603,-27.900,25.650,54.300,0,20,3.29,0.06,0.01,0,20,
366062,29.40,96361,12.81,43.08,421.74,847.168,106.934,775.879,-19.504,-8.481,0.908,-27.900,24.600,55.650,0,20,3.28,0.06,0.01,0,20,
367643,29.40,96361,12.81,43.12,421.74,1007.812,10.742,548.828,-7.634,5.481,-3.313,-35.550,21.750,54.450,0,20,3.27,0.06,0.01,0,20,
369220,29.41,96361,12.82,42.95,421.74,615.723,-10.254,561.035,-10.122,-8.847,-5.695,-30.900,21.900,54.900,1,20,3.25,0.06,0.01,0,20,
370797,29.42,96361,12.83,43.17,421.74,875.976,154.297,628.418,1.206,9.275,-4.374,-31.950,22.650,56.100,0,20,3.24,0.06,0.01,0,20,
372374,29.42,96362,12.82,43.04,421.65,818.848,121.582,605.469,0.137,8.221,-2.168,-33.300,21.000,57.000,0,21,3.39,0.06,0.01,0,20,
373955,29.43,96362,12.83,43.12,421.65,949.707,92.773,615.234,4.893,1.374,-9.198,-36.900,15.600,55.800,0,22,3.53,0.07,0.01,0,20,
375531,29.44,96361,12.84,43.17,421.74,816.894,18.555,562.988,1.298,0.031,-5.947,-34.500,13.500,59.250,0,22,3.52,0.07,0.01,0,20,
377108,29.45,96362,12.84,43.21,421.56,804.687,-166.504,336.426,-62.214,-22.847,21.771,-35.100,13.350,56.250,0,22,3.50,0.07,0.01,0,20,
378685,29.45,96362,12.85,43.39,421.56,818.848,14.160,604.980,24.595,-34.336,10.603,-34.200,13.800,57.900,0,22,3.49,0.07,0.01,0,20,
380274,29.46,96362,12.85,43.39,421.56,375.977,-755.859,574.707,0.939,-0.427,-11.885,-11.400,-27.750,65.250,0,22,3.47,0.07,0.01,0,20,
381851,29.47,96363,12.84,43.66,421.65,505.371,-415.527,687.988,-24.115,-26.908,25.458,-18.450,-10.650,67.800,0,23,3.62,0.07,0.01,0,20,
383428,29.48,96362,12.84,43.75,421.65,589.355,-508.301,682.617,-1.031,-0.191,5.824,-18.600,-9.600,66.900,0,23,3.60,0.07,0.01,0,20,
385005,29.49,96362,12.85,43.85,421.65,659.668,-431.152,586.426,11.359,7.435,-4.588,-24.750,-9.150,65.250,0,23,3.59,0.07,0.01,0,20,
386586,29.49,96361,12.85,44.40,421.74,750.976,-277.832,701.660,2.641,13.214,-13.031,-27.450,-9.600,65.550,0,23,3.57,0.07,0.01,0,20,
388164,29.50,96362,12.83,44.08,421.65,427.734,-736.328,527.832,-11.473,24.344,11.725,-8.100,-26.700,66.450,0,23,3.56,0.07,0.01,0,20,
389741,29.51,96362,12.83,44.59,421.65,345.703,-684.082,647.461,4.008,-1.481,-0.580,-1.350,-24.000,64.950,0,23,3.54,0.07,0.01,0,20,
391318,29.52,96361,12.82,44.64,421.65,210.449,-739.258,673.340,-4.344,12.817,23.382,2.700,-21.450,65.550,0,24,3.68,0.07,0.01,0,20,
392899,29.52,96361,12.82,44.69,421.74,-358.887,-195.312,914.062,12.695,-43.954,9.695,20.850,19.950,52.050,0,24,3.67,0.07,0.01,0,20,
394476,29.53,96361,12.82,44.78,421.74,311.035,-729.492,666.016,3.947,2.420,1.305,-4.200,-18.900,67.350,0,24,3.65,0.07,0.01,0,20,
396053,29.54,96360,12.81,45.07,421.82,264.648,-745.605,659.668,-10.511,8.985,-1.389,-1.950,-21.450,68.700,0,24,3.64,0.07,0.01,0,20,
397630,29.55,96360,12.81,45.12,421.74,490.723,-467.773,584.473,20.374,-15.733,-26.649,-21.900,-13.050,65.850,0,24,3.62,0.07,0.01,0,20,
399211,29.56,96361,12.82,45.17,421.74,443.359,-157.227,913.086,-4.947,14.832,50.458,-7.200,3.600,69.900,0,24,3.61,0.07,0.01,0,20,
400788,29.56,96360,12.82,45.41,421.74,-266.602,-185.059,927.246,42.847,-0.611,15.649,21.150,17.250,55.650,0,24,3.59,0.07,0.01,0,20,
402365,29.57,96360,12.82,45.51,421.82,-168.457,-118.652,988.281,-1.870,-15.458,-15.595,18.300,18.450,57.450,0,24,3.58,0.07,0.01,0,20,
403943,29.58,96361,12.82,45.96,421.82,-509.766,-335.449,694.336,8.122,-17.344,5.695,36.150,8.400,39.150,0,24,3.57,0.07,0.01,0,20,
405523,29.59,96360,12.82,45.91,421.82,-477.539,-316.895,873.047,0.603,-2.489,1.359,30.900,8.550,46.950,0,24,3.55,0.07,0.01,0,20,
407100,29.60,96360,12.82,45.91,421.82,-521.973,-323.242,816.894,1.534,6.366,0.084,31.350,10.950,43.200,0,24,3.54,0.07,0.01,0,20,
408677,29.61,96360,12.82,46.16,421.74,-237.793,651.367,756.836,-2.038,0.153,-6.679,7.350,46.950,28.950,0,24,3.52,0.07,0.01,0,20,
410254,29.62,96361,12.82,46.21,421.74,-514.648,-692.871,574.707,13.130,5.481,-0.504,41.100,-8.700,36.600,0,24,3.51,0.07,0.01,0,20,
411835,29.62,96359,12.83,46.11,421.82,-540.039,-567.383,631.836,0.328,6.107,-1.863,39.600,0.000,39.900,0,24,3.50,0.07,0.01,0,20,
413412,29.63,96359,12.83,46.37,421.82,-670.898,-472.656,752.441,10.160,1.336,-19.260,38.250,3.150,41.100,0,24,3.48,0.07,0.01,0,20,
414989,29.64,96359,12.84,46.47,421.91,-465.332,-84.961,854.980,55.763,43.954,64.733,27.000,15.150,49.350,0,24,3.47,0.07,0.01,0,20,
416566,29.65,96358,12.84,46.11,421.91,-415.527,110.840,893.555,-14.076,-10.244,19.237,20.250,30.900,46.800,0,24,3.46,0.07,0.01,0,20,
418147,29.66,96358,12.84,46.21,422.00,-315.430,396.484,827.637,25.137,27.374,40.695,16.350,36.450,35.700,0,24,3.45,0.06,0.01,0,20,
419724,29.67,96358,12.86,46.16,422.00,-268.555,593.262,796.387,0.870,-13.427,-0.573,8.700,45.900,30.300,0,24,3.43,0.06,0.01,0,20,
421301,29.68,96358,12.87,46.52,422.00,-130.859,597.656,797.363,7.832,-5.412,4.183,6.000,44.400,33.600,0,24,3.42,0.06,0.01,0,20,
422878,29.69,96358,12.88,46.52,421.91,-228.516,576.660,799.316,9.702,-3.122,15.244,7.200,46.650,33.600,0,24,3.41,0.06,0.01,0,20,
424459,29.70,96358,12.89,46.37,422.00,-246.094,689.941,789.062,-3.450,15.405,-19.061,4.500,45.900,35.700,2,24,3.39,0.06,0.01,0,20,
426036,29.71,96359,12.91,46.16,421.91,1165.039,-159.668,342.285,-53.542,-125.870,110.229,-52.650,15.000,29.850,0,24,3.38,0.06,0.01,0,20,
427613,29.72,96358,12.90,46.27,422.00,957.031,205.566,-62.500,48.168,-47.176,7.275,-49.050,10.800,-11.400,0,24,3.37,0.06,0.01,0,20,
429190,29.73,96360,12.91,45.76,421.82,909.180,186.523,-328.125,2.748,-0.015,-0.183,-42.000,5.400,-21.150,0,24,3.36,0.06,0.01,0,20,
430779,29.74,96360,12.91,45.46,421.74,949.707,158.203,-312.500,-4.924,5.084,-1.313,-41.700,3.000,-21.000,0,24,3.34,0.06,0.01,0,20,
432354,29.75,96361,12.93,45.27,421.82,948.730,-8.301,-304.687,4.939,-16.336,0.740,-42.450,2.250,-18.150,1,24,3.33,0.06,0.01,0,20,
433929,29.77,96360,12.92,45.51,421.82,849.609,282.227,-402.832,2.992,0.450,0.824,-37.950,5.400,-21.600,1,24,3.32,0.06,0.01,0,20,
435508,29.78,96359,12.93,45.41,421.91,-542.969,837.891,396.973,22.519,17.427,-24.137,-5.850,48.900,6.900,0,24,3.31,0.06,0.01,0,20,
437085,29.78,96360,12.92,45.51,421.91,-39.551,862.305,-478.516,101.595,22.069,-39.649,-22.650,33.300,-19.650,3,24,3.30,0.06,0.01,0,20,
438663,29.80,96359,12.93,45.31,421.91,266.113,180.664,-932.129,5.626,-2.786,-9.695,-34.500,-6.600,-24.150,0,24,3.28,0.06,0.01,0,20,
440240,29.82,96359,12.94,45.46,421.91,107.422,154.297,-1001.465,12.351,5.321,-5.290,-30.450,-8.550,-26.700,0,24,3.27,0.06,0.01,0,20,
441821,29.84,96359,12.94,44.97,421.91,163.574,108.887,-963.867,1.092,2.351,-1.290,-32.400,-12.750,-24.150,0,24,3.26,0.06,0.01,0,20,
443398,29.85,96359,12.96,44.64,421.91,229.492,41.504,-999.512,2.008,0.305,-1.031,-18.000,-18.600,-26.400,0,24,3.25,0.06,0.01,0,20,
444975,29.87,96359,12.97,44.83,421.91,531.250,936.523,-273.437,-112.695,0.924,68.130,-33.000,27.300,-20.400,0,24,3.24,0.06,0.01,0,20,
446552,29.88,96359,12.96,44.78,421.91,40.039,601.562,-731.445,-71.023,-85.336,52.885,-5.100,20.550,-27.600,11,25,3.36,0.06,0.01,0,20,
448133,29.90,96358,12.98,44.69,422.08,-126.953,632.324,-836.914,-9.214,1.435,60.214,9.000,29.100,-15.000,18,25,3.35,0.06,0.01,0,20,
449709,29.92,96357,12.98,44.74,422.00,456.543,781.738,-508.789,-27.649,-10.550,13.931,-10.050,47.550,4.500,5,25,3.34,0.06,0.01,0,20,
451286,29.94,96357,13.00,44.64,422.17,327.148,891.601,-262.207,-1.153,3.405,-4.252,-8.850,50.700,18.750,16,25,3.32,0.06,0.01,0,20,
452862,29.96,96356,12.98,44.54,422.17,-63.965,1055.664,-36.621,-13.557,-6.847,-17.267,6.900,45.450,28.200,16,25,3.31,0.06,0.01,0,20,
454444,29.97,96357,12.99,44.64,422.17,-87.891,996.582,-3.906,5.206,-5.084,0.626,7.500,43.350,32.100,15,25,3.30,0.06,0.01,0,20,
456020,30.00,96357,13.00,44.64,422.08,-137.207,1067.383,57.617,-2.992,20.023,-3.084,3.300,42.750,35.100,15,25,3.29,0.06,0.01,0,20,
457597,30.03,96357,13.01,44.59,422.08,22.949,974.609,20.508,-3.153,18.504,-17.313,0.300,39.600,39.900,17,25,3.28,0.06,0.01,0,20,
459174,30.06,96356,13.03,44.50,422.26,62.500,1037.598,185.547,-5.191,15.931,-6.115,5.550,37.350,40.950,14,25,3.27,0.06,0.01,0,20,
460755,30.09,96354,13.02,44.45,422.43,-174.805,957.519,338.867,-0.229,6.450,5.389,5.100,32.400,47.850,11,25,3.26,0.06,0.01,0,20,
462332,30.11,96352,13.02,44.36,422.52,-99.121,938.476,396.484,-5.267,10.206,-0.382,2.550,33.150,47.550,10,25,3.25,0.06,0.01,0,20,
463909,30.14,96350,13.02,44.17,422.60,113.770,762.207,-91.797,-26.672,-26.641,-22.099,1.950,40.950,37.200,15,25,3.23,0.06,0.01,0,20,
465486,30.16,96350,13.03,44.45,422.69,-301.758,1035.156,-189.453,38.321,39.275,24.832,5.550,44.250,25.350,17,27,3.48,0.07,0.01,0,20,
467067,30.18,96353,13.02,44.45,422.43,-146.484,932.129,-179.199,-9.519,46.427,4.237,19.200,38.100,18.150,0,27,3.47,0.07,0.01,0,20,
468644,30.20,96355,13.02,44.22,422.17,-48.828,970.215,-183.105,0.832,-7.237,4.786,12.750,42.900,12.750,0,27,3.46,0.07,0.01,0,20,
470221,30.23,96355,13.01,44.36,422.17,29.785,929.199,-287.598,10.061,-4.832,-1.443,11.550,41.400,9.600,0,27,3.45,0.06,0.01,0,20,
471798,30.26,96355,13.00,44.31,422.26,16.602,955.566,-276.855,2.176,5.130,-2.244,9.900,44.550,9.300,0,27,3.43,0.06,0.01,0,20,
473380,30.28,96354,12.99,44.17,422.26,56.641,913.086,-380.859,-25.756,-0.893,-2.985,8.850,44.250,6.900,0,27,3.42,0.06,0.01,0,20,
474957,30.31,96354,12.98,44.54,422.26,133.789,893.066,-284.180,-7.229,-3.710,-6.557,8.100,43.500,8.250,0,27,3.41,0.06,0.01,0,20,
476534,30.34,96356,12.98,44.59,422.17,-65.918,967.773,-185.059,5.267,2.901,3.244,9.900,42.000,13.050,0,27,3.40,0.06,0.01,0,20,
478110,30.36,96356,12.97,44.69,422.08,34.668,984.863,-307.617,-2.702,5.038,-3.885,8.700,44.100,6.600,0,27,3.39,0.06,0.01,0,20,
479699,30.39,96356,12.97,44.54,422.08,-29.297,991.699,-266.602,-2.985,-1.931,-6.145,10.650,42.000,8.250,16,27,3.38,0.06,0.01,0,20,
481276,30.41,96356,12.97,44.64,422.08,-42.480,962.891,-240.234,4.328,-13.702,-1.565,14.550,41.400,11.400,0,27,3.37,0.06,0.01,0,20,
482853,30.44,96357,12.95,44.59,422.08,-161.133,967.285,-239.746,-2.137,-16.748,2.924,14.700,40.050,16.950,0,27,3.36,0.06,0.01,0,20,
484430,30.47,96357,12.95,44.69,422.17,-117.187,935.547,-141.602,-23.076,9.679,-13.092,11.550,41.700,25.200,0,27,3.35,0.06,0.01,0,20,
486011,30.49,96357,12.92,44.74,422.08,-97.656,976.074,84.961,31.160,-13.718,20.832,12.150,40.050,33.000,0,28,3.46,0.07,0.01,0,20,
487588,30.51,96357,12.91,44.54,422.00,-155.273,986.328,0.000,4.397,-1.947,4.924,14.400,39.600,28.650,0,28,3.45,0.06,0.01,0,20,
489165,30.54,96358,12.89,44.78,422.00,-110.352,1000.976,-13.672,7.634,0.679,2.595,12.900,39.600,27.600,0,28,3.44,0.06,0.01,0,20,
490742,30.57,96357,12.88,44.64,422.00,-68.359,1004.883,-62.500,0.351,10.916,-5.107,9.750,41.700,28.800,0,28,3.42,0.06,0.01,0,20,
492323,30.59,96358,12.87,44.69,422.00,-84.473,1024.902,-126.465,22.511,0.901,-6.534,6.600,43.800,27.900,1,28,3.41,0.06,0.01,0,20,
493900,30.62,96358,12.86,44.59,422.00,-4.883,982.910,-40.039,2.962,9.176,0.206,6.450,43.650,29.850,0,28,3.40,0.06,0.01,0,20,
495476,30.65,96359,12.86,44.78,421.82,-44.922,1022.949,43.457,-6.901,0.855,-5.924,8.400,42.000,30.750,1,28,3.39,0.06,0.01,0,20,
497051,30.67,96359,12.85,44.69,421.91,-54.687,984.375,-11.230,-7.557,3.458,-0.901,5.550,43.800,30.150,0,28,3.38,0.06,0.01,0,20,
498632,30.69,96360,12.86,44.64,421.82,-21.484,1053.223,-38.086,-0.107,-0.137,-5.214,8.700,43.350,24.150,1,28,3.37,0.06,0.01,0,20,
500209,30.72,96359,12.85,44.69,421.91,-39.551,968.262,-114.258,-0.038,2.405,3.099,11.250,42.900,22.200,0,28,3.36,0.06,0.01,0,20,
501786,30.74,96357,12.85,44.64,422.08,-45.898,997.070,-166.992,-5.046,-3.954,-2.366,6.900,46.500,18.150,0,28,3.35,0.06,0.01,0,20,
503363,30.77,96358,12.83,44.59,422.00,8.301,1016.113,-179.687,8.573,1.023,5.763,10.800,43.350,20.400,0,28,3.34,0.06,0.01,0,20,
504944,30.79,96358,12.83,44.59,422.00,-59.570,975.586,-138.184,-1.588,8.969,-3.924,12.750,42.450,16.800,0,28,3.33,0.06,0.01,0,20,
506521,30.81,96357,12.83,44.54,422.00,-35.645,947.754,-328.125,0.084,-0.855,1.481,11.100,43.050,7.500,0,28,3.32,0.06,0.01,0,20,
508098,30.83,96358,12.83,44.64,422.08,5.859,939.941,-304.687,-11.153,3.481,5.412,10.350,43.800,8.700,1,28,3.31,0.06,0.01,0,20,
509675,30.86,96359,12.82,44.64,422.00,44.922,970.215,-238.281,-0.221,10.817,-2.954,9.000,45.150,10.950,0,28,3.30,0.06,0.01,0,20,
511256,30.88,96358,12.81,44.83,422.00,97.168,986.816,-264.648,13.466,-6.733,10.290,6.450,44.400,9.150,0,29,3.40,0.06,0.01,0,20,
512833,30.90,96358,12.81,44.88,422.00,107.422,913.086,-250.977,-12.771,6.794,23.664,5.700,44.400,13.200,0,29,3.39,0.06,0.01,0,20,
514410,30.92,96359,12.81,44.88,421.91,-149.902,906.250,-406.738,26.389,-3.550,-26.908,13.800,40.650,11.700,0,29,3.38,0.06,0.01,0,20,
515988,30.94,96358,12.81,44.93,422.00,-90.332,927.246,-351.074,-1.443,9.130,-11.534,13.950,42.750,11.850,0,29,3.37,0.06,0.01,0,20,
517569,30.96,96358,12.81,45.07,421.91,-146.973,954.590,-273.926,13.145,-6.992,-5.878,15.600,39.150,14.250,0,29,3.36,0.06,0.01,0,20,
519146,30.98,96359,12.80,45.17,422.00,-517.090,858.887,-19.043,-18.321,-0.260,-16.137,24.900,28.350,27.300,0,29,3.35,0.06,0.01,0,20,
520723,30.99,96357,12.76,45.17,422.08,-417.480,900.879,-51.270,8.802,6.511,3.527,23.100,31.050,29.100,0,29,3.34,0.06,0.01,0,20,
522300,31.01,96357,12.74,45.27,422.08,-302.734,891.113,-302.246,23.618,-3.534,11.244,20.100,35.250,22.650,0,29,3.33,0.06,0.01,0,20,
523881,31.02,96358,12.73,45.22,422.00,-211.914,915.527,-181.641,0.809,47.802,11.328,16.350,40.200,21.900,0,29,3.32,0.06,0.01,0,20,
525458,31.05,96359,12.71,45.36,422.00,-224.609,977.539,-202.637,5.130,3.336,11.160,13.200,39.600,20.250,0,29,3.31,0.06,0.01,0,20,
527035,31.07,96357,12.71,45.36,422.00,-196.777,1010.742,-28.809,-19.718,22.504,-23.366,11.550,38.250,25.200,0,29,3.30,0.06,0.01,0,20,
